,textstring
27.1,bertram ys piretum edder pareton syn krud ys deme venekol wolghelik vnde heft bouen enen seneuolden kol ghelik also dille. syne wortel ys allene gud in der artzedie vppe dat leste des herwestes schalme se vp grauen. uif yar blyft se gud in der artzedyge ys ed gud de dycht vnde nycht lockerichtich ys ock nycht enstuft wan me se tobrick magister auicennna secht secundo canone. bertram in bom olye soden lede vnde ock de senen dar mede bestrecken starket se we dat kolde heft de be strike sick dar mede er yd ome an geyt dat sulue vordrift der lenden vnghemack dar mede bestreken warm. we gerne wol swetede de bestrike sick myd den suluen wan he in dat bat gheyt. we sick dar mede bestricket dat ys gud iegen den bosen vrost myd den suluen de lede bestriken vordrift de kolden gicht.
27.2,weme de hals aderen hals senen stref synt dat he den hals nicht keren kan de schal des ersten nutten vnde dar na sick bestriken wur yd eme we deyt kanstu nicht bomoly heb ben so nym lynoly thohope smulten mit meyscher koboter dat sulue vor drift vele swuls dar mede bestreken weme dat tene vlesch sworen ys vnde we deyt de kauwe bertram myd eteke vnde holde de spekelen in dem munde lange dat vordryft den slym den swuls der tungen we me de vue ys nedder schoten in de me halse edder eyn vucht bregen heft de make eyne gargalinge in deme halse myd etike dar bartram vnde vygen inne soden synt. we dat vallentouel hefft de nutte barteam bertram myd honnige vaken geroken vnde den kynderen in den hals gehen get vordrift de vallende sucht. alle dage gerocken is he gud den dede bede reysen liggen hec platearius.
28.1,batonie betonie betonica is gud den de myt nod pissen den steyn hebben wan se in watere edder in oldem beyer gesoden so ge drunken wert. dat sap myt twey dele waters dat drydde deyl wins gedrunken. is gud iegen dat vpruf felen vphosten des blodes  batonie gestot myd wyne vnde myd honnige genuttet droget de watersucht vnde suuert de drose dede scrophule he ten. we in dat oge geslagen is. de stote batonien blade vnde legge dar vp also eyn plaster.batonien sap myt rosen olye gemenget. vnde in dat ore ghedan. vordrift dat ghesuchte dar van  batonie gepuluert vnde myd honnige ghesoden genuttet is gud. den de vul blodes synt vnde ok den de vnsachte athmen vnde ys gud deme magen vnde vordrift den hosten. we de hitte hefft de nutte des batonien puluers myd dunnem beyer eyn plaster van batonien bladere myd solte gestot vp versche wun den ghelecht is gud.  eyn plaster van batonien bladen myt oreme kol len gestot. is gud to allerhande bro cke. ok to allerhande sweren der ogen. batonien getten edder druncken droget de tranen der ogen.
28.2,batonie rude lykevole ghestot myd warmen water ghenuttet dryfft dat bosen blod dorch den myn schen vnde vorluchtet de ogen. yd vordryfft ok ore schemeringe. ba tonie myd warmen watere genut tet vordryfft dat vele spigent vnde suuert de borst van der sucht. ba tonie gestot vnde genuttet is gud iegen der mylten edder leueren su cke. batonie dre halue verdinge wichte vnde dre halue verdinghe wichte wynes vnde vij pepperkorne tosammende gestot vnde ghe nuttet is gud iegen de lenden suke. batonie eyn ghewichte vnde wa ters dridde halff dele so vele toho pe tempereret vnde ghenuttet vor drifft allerhande vnghemack des bukes  batonie gestot myd hon nige vnde genuttet vordryfft den hosten vnde weycket den buck. batonie twey ghewichte wege breden eyn ghewichte ghestot ge nuttet myd warmen watere ys gud wan dat deghelycke kolde fe uer thoget.  batonie vnde warm water lycke vele ghestot vnde alle daghe stedelicken ghedrunken ys gud den watersuchtighen luden.  batonien wortelen myt twey deyl waters vnde eyn deyl honnighes tohope ghestot vnde ghedrunken macket den seycken eyne sachte suueringhe.  ock de blade alse de wortelen ghemacket vnde ghedrunken is gud den de darme in dat ghemechte ghan vnde dede vallende suke hebben.
28.3,betonie sat ghepuluert vnde myd wyne ghedrunken ys gud iegen vorgyfft. betonie blader puluer eyn halff quentin myt honninghe des auendes ghenuttet ys gud de me magen vnde douwet de spyse eynen rinck van den bladeren vm me adderen edder slangen ghema ket se erbyten sick eyr suluen eyr dat se ouer den rinck gingen. to aller artzedige ys betonie gud wen te se ys deme magen nutte we be tonien by sick drecht deme kan ny ne toueryge schaden. dicit plinius ok de bleke varwe hefft drincket he vakene edder dycke betonien vnde rucket se vele gepuluert myt wyne dat gele bleke vorgeyt vnde kricht gude varwe. alzo schrifft magister plinus. we de watersucht hefft de ete de blader vnde sede se myt wyne vnde myt honninge.
28.4,ock ghepuluert vnde gedruncken we de herbra in den ogen hefft de stode se vnde binde se dar vp. be tonie gestot myt solte reyneget vn reyne wunden dar vp ghelecht alzo eyn plaster. we eyne wunde hefft an deme houede de sede se in watere vnde lege se dar vp. dat sulue ys ock gud weme de oghen we don we se etet edder drinket deme vorclaren se de ogen. weme de lenden we don de sede betonien vyer lutke hantful vnde xxvij peper korne in oldeme wyne vnde drincke dat vakene nuchterne.
28.5,betonie sap twe del vnde dre del waters ghedruncken tho hope ys gud deme de buck we doyt. twe del des suluen sapes vnde dre deyl honniges ghedruncken ys gud de me herthen vnde deme bucke.
28.6,batonien sad myd wyen ghepul uert vnde ghedrunken ys yegen vorgyfft. batonien sad ghepul uert vnde myd honnige also grot alse eyne bone na dem etten ghenut dauwet de spise wol. batonien blede ghestot vnde eyn plaster vp de ogen ghelecht vorclaret de ogen vnne ys gud yegen vele andere suke der ogen. batonien blede sad tho hope ghepuluert myd wyne warm ghedrunken vaken des auendes vnde ock des morgens dat star ket den magen vnde gyfft gude warwe ock ys dat gud yegen de gycht betonie eyne nach edder twe in wyne edder in beer ghelegen dach vnde nacht auent vnde morgen ghedrunken vorluchtet de ogen vnde starket den magen
28.7,betonien sad eyn halff verdinck ghepuluert vnde drige myd wyne nochterne ghedrunken vordrift de gellen sucht. des suluen puluers edder des puluers van den bladeren des auendes also grot alse eyne bone myd honnige nuttet maket den magen de spise wol vordauwen als platearius vnde macer segen dusse artikele water van be tonien distileret vnde eyn plaster des nachtes dar van vp dat houet ghelecht edder ghemaktt vnde in de ogen vp de dunnigen ghestreken vnde ghedrunken ys gud deme kolden bregen
29.1,basilie is basilicon edder azi mum  basilicon schaltu seygen in deme aprile vnde alto hant io alle auende myt sommer warmen wa tere bespregen. magister plinius libro vicesimo secht dat se deme ma gen vnde den ogen bose sy vnde make de douendighen sucht. ok we se vucht maket vnde lecht se in de sunnen dat se droget dar wassen luse vnde worme van. auer de anderen meyster spreken anders. basilicon sad blyfft drey iar in syner krafft secht paladius. dat sad myd wy ne gestot vnde gedrunken is gud dem den eyn vorghyfftich deyer edder worm gesteken ifte gebetten hefft.
29.2,dat sad myd pepper myt myrren in wyne genuttet vnde dar vp ge lecht vordrifft dat lenden ouele.
29.3,dat sad myd warmen wyne ghedrunken erst gepuluert vordrifft de melancolien de kolden pissen den sche me van den ogen vnde der ogen we dagen.  dat sulue in de dunnige ghe strecken vordrifft des houedes vlo te. dat sad in etike gesoden vnde genuttet bestoppet des houedes hoff ganck. basilien krud ghegroset dat sap vmme de ogen gestecken. vordrift den schemen dar aff hec omnia dyascorides.  basilen krudt gestot myd rosen olye in de dunnin ge gestreken ock vppe dat houet ge leyt is gud den kranken bregen vnde den ogen. dat krud eyns efte twye in eyner wecken myd solte gegetten edder in wyne myd rosen olye gesoden dat is beter deme kolden bosen magen vnde den de nicht pissen kunt den watersuchtigen vnde den de blot vp ruffelen secht constantinus we vele amechtich wert van des herten kranckheyt de drinke rosen wate re dar basilien krud inne gesoden is  edder drinke wyn dar dat sulue krud eyne nacht inne legen hefft secht auicenna secundo canonis. basilie genuttet is gud des magen munde vnde kranket de vnkuschen werke.  basilie alto vaken genuttet is vngesunt vnde maket den oghen schemeringe secht dyascori des. wan me nicht basilicon heb ben kan in krude in sade also hyr vor tho artzedie gheschreuen steyt so machmen nemen in de stede wyt water mynte dat is wyt rosmyn te also secht dyascorides. basilicon nochterne gerocken vnder tyden edder genuttet sterket dat herte vnde is gud deme munde des magen secht auicenna secundo canone.
30.1,bramberen krud in der hant towreuen vppe de slangen geworpen voriaget se edder dodet se secht isiderus.  de suluen blade myt bom olye gestot sint gud wur syck eyn gebrant hefft dar vp ghelecht. ok is dat gud vp dat swel der stroten in deme halse  brambe ren gegetten de kuldet den magen bramberen krudes wortelen in eti ke eyne nacht dar na in der sunnen wedder gedroget gepuluert vnde vp pe de vulen wagende tenen in deme munde gelecht maket se vtuallende. de wortele slicht in water gesoden in dem munde geholden sterket de krancken wahgende tenen.
30.2,desse suluen vorgescreuen artzedige hefft der murberen bom bla de vnde beren. bramberen blomen myt wyne ghestot vnde gedrunken ys gud iegen de lenden suke ok ieg en den blothoffganck. de suluen blomen myt honnige gestot vnde vp de gelen krancken ogen des nachtes gelecht. ock vp sunte anthonies vur ghelecht ys ockgud. bramberen struke myt den blade ren in wol thomate sureme eteke soden vnde in deme munde holden warm ys gud iegen de bose vnrey ne tenen vleych. ok iegen den vlo te der ogen. dat sulue warm ghe drunken stoppet den buck vlote vnde der vrowen blomen vlote. dat sulue ys gud iegen den swuls in den achteren nedder holen dar vp ge lecht. de wortele ghepuluert vnde des auendes myt warmen beer ge drunken ys gud iegen dat lenden ouel. ock iegen den steyn. alzo secht dyascorides. we kolle myt den bla den versch ghestot eyn plaster vp den magen ys gud iegen syne wedage van boseme thoulote. secht serapio. wramberen krudes kollen safferan vnde harde gesodene ho ner eyner doder tohope gestot in eynen moysere vordryfft dat rode van den ochbranen dicit platearius.
31.1,bockesbart wilde wicken tetra het erba iudayca et ba setens. we nicht wol de spyse vordowen kan vnde weme de buck we doyt van boseme winde vnde nicht wol pyssen kan de drincke warm olt beer auent vnde mor gen edder wyn dar dat krut inne ghesoden ys. we nicht pissen kan edder de kolden pissen heft de legge dat krud in watere ghesoden warm vp den buck eyn clene ly nendock in deme suluen water warm vp den buck nacht vnde dach ghe lecht vnde de rock van dem warmen krude ynwendich entfangen beredet dat wyf dat se eyn kynt entfangen mach secht platearius
32.1,bernekrut water merck sulf breke ys flammula apium aquaticum apium ranarum. grone ys id gud droge nicht vele doch se we eynen brant wyl maken ane vur de stote dat krut vnde legge dat myt synen sape eynen dach dar vp edder dre stunde so wint he de hud ghebrant van he yd des anderen dages aff nymt. dat sul ue vp eynen sueren ghebunden de en binnen weck ys vnde buten hart dat breck one in eyner nacht edder in dren stunden vp myd bomolye edder myd verscher botteren wen se erst ghebottert ys ghemenget. dat sulue krud myd wyne myd bomolye edder myd mescher bot teren ane solt ghesoden vnde vppe den buck warm gelecht vnde vppe den knoken bauen dat ghemechte gelecht ys gud iegen de ne ren vnde yngewede suke vnde we nycht wol pissen kan. bernekrud sap myd bomolye vnde myt wasse vppe den vure eyn suede gemaket vnde vp de mylten warm gelecht ys gud wedder de mylten suke segen platearius vnde diascorides.
32.2,berenkrud wortele ghekoweth edder ghegheten seggen de vnclo ken dat de deme anderen beroue syne macht. dat is vp thouerye bedacht. dar to hebben de wysen louen. alse dar eyne runet myt den douen.
33.1,berenkla branca vrsina. berenkla blade myt oldeme swynen smere ghestot vnde warm vppe sweren gheleyth de kolder nature synt dat is gud. dat sulue krud ghestot myt mey scher botteren dat solt vth gekne den edder myth bom olye vnghesoden in watere dat ys gud iegen de vordorringhe der mylten vnde der aderen der senen in henden armen beynen vnde ock in vothen. eyn warm versch plaster edder salue dar aff ghemaket.  dat sulue krud in reghen water ghesoden vnde eyn warm plaster vppe den buck dar aff gemaket is gud ieghen dat swel der leueren der lun ghen der neren vnde ock der myl ten. berenkla blade in alle salue schulen myt oreme sape versch wesen. also secht platearius.
34.1,beuenelle enghersche. pypy nella. der beuenelle wortele myt deme krude in eticke vnde eyn luttick honninghes dar in ghesoden vnde warm auent vnde morghen dicke vnde vake ghedrun ken ys gud ieghen den hoesten. vnde tieghen alle wedaghe des herten beuenellen wortele ghekowet ed der gegheten is gud deme de eyne bosze seke borst hefft. edder eyn losich amechtich herte hefft.
34.2,de sulue wortele in watere geso den. vnde des morghens warm gedruncken. is gudt tieghen alle de suke de in der brost. ock by deme herten synt.  de sulue wortele weme de munth vele wetert de kowe se des morghens vnde supe dat sap edder sughe yd in.  be uenellen wortelen vake gegheten des morghens. is gudt tieghen den bloetghank bouen vnde nedden ock tieghen den droghen hoesten de dat houet dath herte de borst krencken.  ock is se gudt deme dat houet vnferdich is. ock we vele vuchtnisse vmme de borst hefft  we vele vlotes tusschen hudt vnde vleissch hefft vnde clowefftich is. de sede de suluen wortelen in watere. vnde dat dar eyn luttick etikes tho sy. also langhe wente dat de wortele alse salue wert. vnde smere sick dar mede wan he in dat bath gheyt.  wan he des morghens nochteren beuenellen wortelen hefft ghenuttet dat ys gudt. dyt is al vorsocht vnde vor varen.  beuenellen krudt vnde beuenellen wortelen dar water aff ghemaket alsz men rosen water maket auent vnde morghen ghedruncken is gud tieghen den steyn.
35.1,borchardesblomen wyn ter blomen to latine.
35.2,polium edder polion montanum polium paruum.  dat krudt myt den blomen schal men vp nemen nicht wan eyn iar blift syn macht.  dat krudt myt den blomen in wyne gesoden vnde den wyn gedrunken auent edder mor gen is iegen eynen kolden kran cken magen myd velem bosen wyn de.  ock iegen kranckheyt des buckes vnde ingheweydes. ocki iegen de bestoppinge der mylten.
35.3,der leueren vnde neren  ock iegen den blotganck. ock we nicht wol water laten kan.  ock de blomen myd wyne vnde myd rosyne gesoden is gud warm gedrunken des auendes we vele kolde in der borst hefft.  dat krud in wy ne myd bom olye edder meyscher bot teren ore solt vthgekneden vn de warm ghedrunken. is gud deme boszen kolden maghen de vele boses wyndes in syck hefft. ock iegen den blotganck ieghen de kol den netten hec platearius. ouer serapio de secht polium beyde grot vnde cleyne in krude in blomen myd water vnde eyn luttick wy nes dar tho ghesoden warmlech tighen ghedrunken is gud ieghen de gelensucht  ock watersucht ock wen eyn slanghe edder eyn ander vorghyfft deyr stecken hefft. unde dat sulue krut warm vppe den buck ghelecht is gud deme kol den maghen. ock ieghen de nicht wol pissen kan.  etick warm ghedrunken dar dat krud inne ge soden is. ys gud deme de eyn swel in der leueren edder in der mylten hefft vnde weyket den buck vnde reyschet der vrowen blomen.
