,textstring
506,pantagruel quelque iour pour se recreer de son estude se pourmenoit vers les faulxbourgs sainct marceau voulant veoir la follie gobelin & panurge estoit avecques luy ayant tousiours le flaccon soubz la robbe & quelque morceau de iambon : car sans cela iamais ne alloit il disant que cestoit son garde corps : & aultre espee ne portoit il.
507,et quand pantagruel luy en voulut baillier une il respondit quelle luy eschaufferoit la ratelle.
508,voire mais dist epistemon si lon se assailloit comment te defendroys tu?
509,a grands coups de brodequin respondit il pourveu que les estocz seussent descenduz.
510,a leur retour panurge conſideroit les murailles de la ville de paris & en irrision dist a pantagruel.
511,voy ne cy pas de belles murailles pour garder les oysons en mue?
512,par ma barbe elles sont competentement meschantes pour une telle ville comme est ceste cy car une vasche avecques ung pet en abattroit plus de six brasses.
513,ô mon amy dist pantagruel scez tu pas bien ce que dist agesilaus quand on luy demanda : pourquoy la grande cite de lacedemone nestoit pas ceincte de murailles?
514,car monstrant les habitans & citoyens de la ville tant bien expers en discipline militaire tant forz & bien armez.
515,voicy dist il les murailles de la cite.
516,signifiant quil nest murailles que de os & que les villes ne scauroient avoir muraille plus seure & plus forte que de la vertuz des habitans.
517,ainsi ceste ville est si forte par la multitude du peuple bellicqueux qui est dedans quilz ne se soucient point de faire aultres murailles.
518,et davantaige qui la vouldroit emmurailler comme strasbourg ou orleans il ne seroit possible tant les frays ſeroient excessisz.
519,voire mais dist panurge si faict il bon avoir quelque visaige de pierre quand on est envahy de ses ennemys & ne feust ce que pour demander qui est la bas?
520,et au regard des frays enormes que dictes estre necessaires si lon la vouloit murer si messieurs de la ville me veullent bien donner quelque bon pot de vin ie leur enseigneray une maniere bien nouvelle comment ilz pourront bastir a bon marche.
521,et comment?
522,dist pantagruel.
523,ne le dictes donc pas respondit panurge si ie vous lenseigne.
524,ie voy que les callibistrys des femmes de ce pays sont a meilleur marche que les pierres.
525,diceulx fauldroit bastir les murailles en les arrangeant en bonne symmetrie darchitecture & mettant les plus grans au premiers rancz & puis en taluant a doz dasne arrangeant les moyens & finablement les petitz.
526,et puis faire ung beau petit entrelardement a poinctes de diamens comme la grosse tour de bourges de tant de vitz quon couppa en ceste ville es pouvres italiens a lentree de la reyne.
527,quel diable desseroit une telle muraille?
528,il ny a metal qui tant resistat aux coups.
529,et puis que les couillevrines se y vinssent froter.
530,vous en verriez par dieu incontinent distiller de ce benoist fruict de grosse verolle menu comme pluye.
531,sec au nom des diables.
532,davantaige la fouldre ne tomberoit iamais dessus.
533,car pourquoy?
534,ilz ſont tous benitz ou ſacrez.
535,ie ny voys quung inconvenient.
536,ho ho ha ha ha dist pantagruel.
537,et lequel?
538,ceqt que les mouqches en qont tant friandes que merveilles & se y cueilleroient facillement & y feroient leur ordure & voila louvrage gaste & diffame.
539,mais voicy comme lon y remedroit.
540,il fauldroit tresbien les esmoucheter avecques belles quehues de renards ou bons gros vietz dazes de provence.
541,et a ce propos ie vous veulx dire nous en allant pour soupper ung bel exemple.
542,au temps que les bestes parloient il ny a pas troys iours ung pouvre lyon par la forest de biere se pourmenant & disant ses menus suffrages passa par dessoubz ung arbre auquel estoit monte ung villain charbonnier pour abattre du boys.
543,lequel voyant le lyon luy getta la coignee & le blessa enormement en une cuysse.
544,dont le lyon cloppant tant courut & tracassa par la forest pour trouver ayde quil rencontra ung charpentier lequel voulentiers regarda la playe & la nettoyat le mieulx quil peust & lemplyt de mousse luy dissant quil esmouchast bien la playe que les mousches ne y cuyllassent point attendant quil yroit chercher de lherbe au charpentier.
545,ainsi le lyon guery se pourmenoit par la forest a quelle heure une vieille sempiternelle ebuschetoit & amassoit du boys par ladicte forest laquelle voyant le lyon venir tumbat de peur a la renverse de telle façon que le vent luy renversa la robbe cotte & chemise iusques au dessus des espaules.
546,ce que voyant le lyon accourut de pitie veoir si elle sestoit point faict mal & consyderant son comment a nom?
547,dist.
548,o pouvre femme qui ta ainsi blessée : & ce disant apperceut ung regnard lequel il appella disant.
549,compere regnard hau ca ca & pour cause.
550,quand le regnard fut venu il luy dist.
551,compere mon amy lon a blessé ceste bonne femme icy entre les iambes bien villainement & y a solution de continuité manifeste regarde que la playe eſt grande depuis le cul iuſques au nombril meſure quatre mais bien cinq empans & demy : ceſt ung coup de coignée ie me doubte que la playe ſoyt vieille pourtant affin que les mouſches ny prennent eſmouche la bien fort ie ten pry & dedans & dehors tu as bonne quehue & longue eſmouche mon amy eſmouche ie ten ſupply & ce pendant ie voys querir de la mouſſe pour y mettre.
552,car ainſi nous fault il ſecourir & ayder lung lautre dieu le commande.
553,eſmouche fort ainſi mon amy eſmouche bien : car ceſte playe veult eſtre eſmouchée ſouvent autrement la perſonne ne peult eſtre à ſon ayſe.
554,or eſmouche bien mon petit compere eſmouche dieu ta bien pourveu de quehue tu las grande & groſſe à ladvenant eſmouche fort & ne tennuye point ie narreſteray gueres.
555,puis sen va chercher force mouſſe & quand il fut quelque peu loin il seſcrya parlant au regnard.
556,eſmouche bien touſiours compere eſmouſche & ne te faſche iamais de bien eſmoucher par dieu mon petit compere ie te feray eſtre à gaiges eſmoucheteur de la reyne marie ou bien de dom pietro de caſtille.
557,eſmouche ſeulement eſmouche & riens plus.
558,le pouvre regnard eſmouchoit fort bien & deça & delà & dedans & dehors mais la ſaulve vieille veſnoit & veſſoit puant comme cent diables & le pouvre regnard eſtoit bien mal à ſon ayſe : car il ne sçavoit de quel couſté ſe virer pour evader le parfum des veſſes de la vieille : & ainſi quil ſe tournoit il veit quil y avoit au derriere encores ung aultre pertuys non pas ſi grand que celluy quil eſmouchoit dont luy venoit ce vent tant puant & infect.
559,le lyon finablement retourne portant plus de troys balles de mouſſe : commença en mettre dedans la playe à tout ung baſton quil aporta & y en avoit ià bien mys deux balles & demye & seſbahyſſoit que diable ceſte playe eſt parfonde il y entreroit de mouſſe plus de deux charretées & bien puiſque dieu le veult & touſiours fourroit dedans.
560,mais le regnard ladviſa.
561,ô compere lyon mon amy ie te pry ne metz pas icy toute la mouſſe gardes en quelque peu car il y a encores icy deſſoubz ung aultre petit pertuys qui put comme cinq cens diables.
562,ien ſuis empoiſonné de lodeur tant il eſt punays.
563,ainſi fauldroit il garder ces murailles des mouſches & mettre des eſmoucheteurs à gaiges.
564,lors dit pantagruel.
565,et comment ſcez tu que les membres honteux des femmes ſont à ſi bon marché : car en ceſte ville il y a force preudefemmes chaſtes & pucelles.
566,et ubi prenus?
567,diſt panurge.
568,ie vous en diray non pas mon opinion mais vraye certitude & aſſeurance.
569,ie ne me vante pas den avoir embourré quatre cens dix & ſept depuys que ſuis en ceſte ville & sil ny a que neuf iours voire de mangereſſes dymaiges & de theologiennes.
570,mais à ce matin iay trouvé ung bon homme qui en ung biſſac tel comme celluy de eſopet portoit deux petites fillotes de laage de deux ou troys ans au plus lune devant laultre derriere.
571,il me demanda laulmoſne mais ie luy feis reſponce que iavoys beaucoup plus de couillons que de deniers.
572,et apres luy demande.
573,bonhomme ces deux filles ſont elles pucelles?
574,frere diſt il.
575,ià deux ans a que ainſi les porte & au regard de ceſte cy devant laquelle ie voy continuellement en mon advis quelle eſt pucelle touteſfois ie nen vouldroys pas metre mon doigt au feu : quant eſt de celle que ie porte derriere ie nen sçays ſans faulte riens.
576,vrayment diſt pantagruel tu es gentil compaignon ie te veulx habiller de ma livrée.
577,et le feiſt veſtir galantement ſelon la mode du temps qui couroit : excepté que panurge voulut que la braguette de ſes chauſſes feuſt longue de troys pieds & quarrée non pas ronde ce que feut faict & la faiſoit bon veoir.
578,et diſoit ſouvent que le monde navoit point encores congneu leſmolument & utilité qui eſt de porter grande braguette mais le temps leur enſeigneroit quelque iour comme toutes choſes ont eſté inventées en temps.
579,dieu gard de mal diſoit il le compaignon à qui la longue braguette a ſaulvé la vie dieu gard de mal à qui la longue braguette a valu pour ung iour cent eſcuz dieu gard de mal qui par ſa longue braguette a ſaulvé toute une ville de mourir de faim.
580,et par dieu ien feray ung livre de la commodité des longues braguettes quand iauray ung peu plus de loyſir.
581,et de faict en compoſa ung beau & grand livre avecques les figures mais il neſt encores imprimé que ie ſaiche.
582,des meurs et conditions de panurge.
583,panurge estoit de stature moyenne ny trop grand ny trop petit et avoit le nez ung peu aquillin faict à manche de rasouer.
584,et pour lors estoit de laage de trente et cinq ans ou environ fin à dorer comme une dague de plomb bien galand homme de sa personne sinon quil estoit quelque peu paillard et subiect de nature à une maladie quon appeloit en ce temps là faulte dargent cest douleur non pareille : toutesfois il avoit soixante et troys manieres den trouver tousiours à son besoing dont la plus honnorable et la plus commune estoit par façon de larrecin furtivement faict malfaisant bateur de pavez ribleur sil y en avoit en paris : et tousiours machinoit quelque chose contre les sergeans et contre le guet.
