folio,side,par,z1,z2,z3,z4,z5,z6,z7,z8,z9,z10
112,v,5,"cc,c,M,a,n","4,o,N,c,c,9","cc,c,8,9","cc,c,o,x","o,x","c,o,m","N,a,n","4,o,N,c,a,x","c^c,c,8,9","4,o,N,a,m"
112,v,6,"cc,o,2","4,o,M,c,o,2,a,Q","4,o,N,c,c,8,9","cc,c,c,o,x","cc,c,c,N,c,9","cc,c,o,N,c,c,9","9,cc,c,8,a,x","4,o,N,c,c,9","c,c,c,8,9","x,o,Z"
112,v,7,"c^c,c,o,8,9","cc,c,8,o,x","a,x,o,Z","o,x,N,a,n","4,o,c,c,N,a,n","c^c,c,c,9","4,o,N,a,i,Q?","4,o,c,c,9","9,N,c,c,9","4,o,N,c,c,c,9"
112,v,8,"a,Z,a,Z","o,M,c,o,8,9","o,N,c,c,a,Z","a,m","M,a,Z","o,P2,cc,8,9","8,a,x,N,c,8,9","4,o,P2,cc,c,8,9","o,N,c,8,9","c^c,c,c,8,a,Z"
112,v,9,"cc,c,c,N,c,9","cc,c,8,9","o,N,a,Z","4,o,N,a,m","c^c,c,8,a,n","P2,cc,c,8","cc,8,a,Q","cc,c,c,N,c,o,x","cc,N,a,m","4,o,N,c,c,8,9"
112,v,10,"8,a,n","cc,c,o","x,N,a,n","cc,c,8,a,Z","o,M,a,m","cc,o,x","cc,c,8,9","a,x","o,N,cc,c,8","a,Z,a,m"
112,v,11,"cc,o,x","o,a,n","cc,c,c?,N,c,c,9","9,N,c,c,8,a,n?","8,a,m","cc,c,8,9","o,N,a,n","cc,c,o,x,o,Z","8,a,m","c^c,cc,9"
112,v,12,"o,Z,9","o,M,9","o,x,N,a,m","a,m","a,x,o,2","a,x","o,a,Z","a,i,Q?","o,M,a,Z",c?
113,r,1,"o,M,c,c,o,2,9","a,m","cc,2","a,x",o,"c^c,cc,2","o,x","9,N,a,x,a,i,Z","cc,c,N,cc,9","a,Z"
113,r,2,"o,x,N,a,n","x,a,m","cc,a,Z","o,N,c,c,9","2,o,N,a,x","4,o,N,cc,c,9","c^c,c,c,9","cc,o,2","o,x","N,a,m"
113,r,3,"cc,o,M,a,m","cc,o,8,9","x,c","cc?,N,9","8,a,m","cc,c,o","o,N,a,m","cc,o","4,o,N,a,m","o,M,c,c,9"
113,r,4,"cc,o,2,a,m","o,M,a,Q","cc,o,8,a,m","x,N,c,c,o,a,Z","c^c,o,x","4,o,a,m","4,o,c,c,9","a,n","9,c^c,o","x,a,Z,a,Q"
113,r,5,"cc,a,m+","a,m",2,"cc,Z","cc,o,x","a,x","o,N,cc,8,a,Z","cc,o,N,cc,9","N,cc,c,8,9",x
113,r,6,"cc,c,o,x","cc,c,N,c,c,9","x,a,m",Z,"cc,c,c,o","9,t?,a,x","Z,cc,c,8,9","4,o,N,cc,c,c,9","o,N,c,c,8,9","a,m+"
113,r,7,"o,N,c,o,8,9","a,i,Z","x,c^c,o,Z","c^c,c,N,c,c,9","c^c,a,m+","c^c,o,N,cc,9","o,M,cc,8,9","c^c,c,8,o?,n?,Z","c^c,o,x","o,n?,Z"
113,r,8,"a,Z,o,8,9","2,a,x","o,Z","a,Z,a,m","cc,o,P2,cc,c,9","cc,o,Z","8,a,i,Z","x,N,a,m","x,N,cc,c,8,9","x,N,cc,o,Z"
113,r,9,"o,N,c,c,8,9","x,o,a,m","o,M,c,c,o","N,c,c,o,8,9",x,"cc,a,Z","cc,a,x","x,cc,o,8","x,N,cc,c,8,9","cc,c,c^c,9"
113,r,10,"o,M,c,c,8,9","M,a,m","cc,a,x","o,N,a,m","x,N,cc,c,8,9","N,cc,c,o,8,9","cc,M,cc,o,x","a,x,N,c,c,o,x","9,c^c,c,c,o,a,m","x,o,8,a,Z"
113,r,11,"cc,o,c,N,c,9","cc,c,a,Z","o,N,a,n","cc,c,a,Z","9,N,c,c,o,Z","4,o,M,a,x","cc,c,8,9","o,N,a,m","o,M,a,n","c,P2,c,o,a,x"
113,r,12,"c^c,c,8,a,n","c^c,c,o,8,9","8,cc,c,c,9","4,o,2,a,n","Z,cc,c,8,9","o,c,N,c,9","o,N,a,Z","o,M,a,Z","4,o,M,a,m","o,N,cc,c,8,9"
113,r,13,"a,m","c^c,c,o,2",9,"o,N,cc,c,8","8,a,m","4,o,M,c,c,9","c^c,c,o,Z","8,a,m","o,M,a,x","x,P1,cc,c,8,9"
113,r,14,"o,N,c,c,o,8,9","4,o,c,c,2","c^c,c,c,9","o,N,a,n","x,N,c,c,cc,c,9","M,a,m","cc,c,c,9","o,N,a,m","a,n","8,c^c,c,o"
113,r,15,"x,N,a,m","cc,c,8,9","x,N,c,8,9","cc,c,c,N,9","cc,c,8,a,Q","a,Q","x,N,a,Z","x,cc,c,9","cc,c,8,9","o,x"
113,r,16,"x,o,a,Z,9","o,N,a,x,a,x","o,N,a,m","a,i,Z,o,8,9","o,x,N,a,x","4,o,N,a,m","9,N,c,c,o,x","o,M,c,c,8?,9","o,N,a,m","4,o,N,c,c,o,8,9"
113,v,1,"o,x,a,Q","o,x,o,x","4,o,N,a,n","o,N,c,c,o,8,a,Z","cc,o,M,a,Z","a,m","2,a,Z","cc,c,9,o,Z","o,N,a,x","a,Z,a,m"
113,v,2,"8,a,m","cc,c,o,8,o?,?","cc,o,c,N,c,9","x,cc,c,o,x","M,cc,c,o,x,cc,9","a,x","o,M,c,c,2","o,M","a,Z","o,M,c,8,a,Z"
113,v,3,"o,x,cc,9","cc,o,x,N,a,m","cc,c,o,N,c,o,x","cc,o,N,a,m","o,N,a,m","a,Z","8,a,i,Z","M,o,N,9","o,M,a,Z","o,M,o,Z"
113,v,4,"o,Z,o,Z","o,x,cc,c,9","a,Z,x","o,M,c^c,c,o,8,9","2,o,x,cc,c,8,9","Z,a,Q","x,N,c,8,a,x","o,N,o","o,N,a,Z","4,o,M,a,Z"
113,v,5,"9,M,c,c,c,o,Z","o,Z,a,m","c,M,c,o,Z","o,N,a,m","o,x,N,a,Z","x,cc,c,c,9","c^c,c,8,9","2,a,Z,a,m","a,Z","N,a,Q"
113,v,6,"a,m","o,x","o,M,a,Z,9","a,Z","o,M,cc,a,Z","cc,o,8,9","cc,c,N,cc,9","x,N,a,m","4,c,N,c,a,Q","x,cc,a,x"
113,v,7,"cc,c,o,2","x,o,a,Z","x,cc,c,c,9","o,x,N,c,c,9","x,o,x","x,N,x","o,M,a,x","4,o,N,a,Z","cc,c,o,8,9","a,x"
113,v,8,"a,x,N,c,c,8,9","cc,c,c,o","9,cc,c,c,o,x","x,o,M,9","4,o,M,o,8,9","o,M,o,x","o,M,a,m","a,x","o,M,a,m","o,M,cc,c,9"
113,v,9,"o,N,a,Z","a,m","o,x,a,Z","a,Z","cc,a,Z","4,o,N,a,n","N,c,c,9","c^c,c,o,x","a,Z,a,x","a,Z"
113,v,10,"o,M,a,n","cc,c,8?,9","x,o,Z","a,i,Z","4,o,N,a,m","a,Q",Z,"cc,c,o","cc,c,N,c,c,9","4,o,N,a,m"
113,v,11,"8,a,m",9,"4,o,N,a,i,2","x,cc,c,8,9","o,M,c,c,c,9","o,x,a,m","a,m","4,o,x","x,M,c,a,Q","M,c^c,o"
113,v,12,"8,9","cc,c,o","a,m","a,Z","o,N,a,n","a,m","8,a,i,Z","a,m","c,c,c,c,9","4,o"
113,v,13,"o,x,o,m","o,M,a,m","o,N,a,Z","o,M,a,n","cc,c,a,x","8,a,m","o,2","a,m","4,o,N","o,x,cc,c,8,9"
113,v,14,"cc,c,c,9","a,x","x,a,n","cc,c,c,9","o,x,N,a,m","a,Z,a,Q","o,M,a","4,o,N,cc,8,9","o,P2,cc,c,8,9","x,N,c,c,9"
113,v,15,"N,c,c,8,9","x,M,a,x","x,N,c,c,9","cc,c,o,N,a,n","o,x,o,m","o,M,a,m","4,o,N,c,c,9","o,M,c,c,8,9","M,c,c,o","9,c^c,c,9"
114,r,1,"9,cc,c,o,8","x,N,c,c,c,8,a,Q","o,x","cc,c,c,8","o,o,Z","Z,a,m","o,N,o,c,c,9","o,N,c,8,9","8,a,i,Z","4,o,M,c,c,8,8,9"
114,r,2,"cc,a,n","o,N,cc,c,8,a,m","4,o,8,a,m","cc,8,c,8,9","a,m","8,N,cc,2","8,cc,c,8,9","cc,c,o,x","8,a,Z,9","9,N,a,Z"
114,r,3,"cc,c,8,o,x,o,2","cc,8,a,m","4,o,c,8,c,c,9","cc,8,o,8,a,m","4,o,N,c,c,8,9","o,x,8","o,Z","o,a,Z","8,a,Z","8,a,m"
114,r,4,"o,c,M,c,8,9","8,a,m","4,o,N,cc,c,8,9","o,N,o,Q","o,M,cc,c,8,a,i,Z","cc,o,8,9","c^c,c,o,8","x,a,i,Z","M,c,o,2","9,N,c,c,c,9"
114,r,5,"8,a,i,x,8,a,n","4,o,8,a,m","4,o,c,c,o,8,9","cc,c,o,8,c,c,c,9",9,"o,N,a,Z","x,cc,c,o,2","cc,c,N,c,8","4,o,N,cc,c,8,9","o,M,cc,c,8,9"
114,r,6,"8,N,a,i,Z","x,cc,c,o","x,cc,c,8,o","x,cc,c,c,9","2,o,x","8,o","o,M,c,8,9","o,M,a,Z","a,m","4,o,M,c,8"
114,r,7,"cc,c,2","a,n",2,"a,x","o,c,a,n","4,o,N,c,8,a,m","M,a,m","a,x","cc,c,o","o,Z"
114,r,8,"o,x,cc,c,8,9","cc,o,8,a,x","N,2,a,Q","4,o,8,a,m","c^c,c,c,8,9","8,a,m","cc,c,c,o","o,x,a,Q","a,i,Z,o,9","cc,c,o,8,9"
114,r,9,"o,Z,a,n","4,o,N,c,c,8,a,n","o,M,c,8,9","o,N,a,m","cc,c,c,8,a,n","o,m","Z?,o,i,Z","Z,o,Q","o,N,c,c,9","a,n"
114,r,10,"a,x,N,a,Q","cc,8,a,Z","9,N,a,Z","o,x,N,a,m","9,M,a,n","cc,c,8,9","8,a,x","cc,c,o","a,m","o,8,a,m"
114,r,11,"cc,o,x,o?","a,x","a,m","a,Z,a,n","Z,a,m","cc,c,c,9","4,o,N,cc,c,8,9","4,o,c,c,8,9","cc,c,8,a,m+","4,o,M,a,m"
114,r,12,"o,4,o,c,o,2,a,n","o,4,o,M,a,m","4,o,N,c,c,c,8,9","4,o,N,a,m","M,a,m","cc,c,c,9","4,o,M,9","c^c,c,o,8,9","8,a,m","o,c^c,c,9"
114,r,13,"cc,o,c,M,c,9","cc,c,8,9","cc,8,a,Z","o,M,a,n","8,a,m","cc,o","cc,c,8","8,a,n","o,P2,a,m","8,o,2?"
114,v,1,"c^c,c,8,9","cc,c,c,8,a,n","o,N,a,x,9","4,o,N,c,c,8,9","cc,c,8,9","o,N,9","cc,c,8,a,n","8,a,m","o,N,c,c,8,9","4,o,M,c,8,9"
114,v,2,"N,cc,c,8,9","cc,o","c^c,o,8","cc,c,8,a,m+","cc,c,8,N,9","a,m",2,"cc,c,o,9","cc,c,c,8,a,2","o,M,a,m"
114,v,3,"cc,c,M,c,8,9","8,a,n","cc,c,8,a,n","o,x,cc,c,8,a,m","4,o,M,a,m","cc,c,8,a,m","o,x,N,c,c,2","cc,c,8,9","4,o,M,a,x","c^c,c,c,8,9"
114,v,4,"cc,o,M,c,a,n","o,m+",2,"4,o,M,c,c,o","c^c,c,c,8,9","9,o,Q?","8,a,Z","8,a,n","4,o,M,a,m","o,M,cc,c,8,9"
114,v,5,"o,N,o,Z,9","cc,c,P2,c,c,8,9","a,x,cc,c,8,9","o,a,n,2","cc,o,2","c^c,c,o,a,x","8,a,Q","cc,o,x","cc,o,N,9","4,o,N,a,m"
114,v,6,"4,o,M,a,Z","cc,o,M,a,n","o,c^c,2?,o,8,a,m","y,c^c,Y,a,Q","4,o,M,o","cc,o,9,P2,c^c,c,8,9","c^c,c,o,8,9","4,o,N,a,x","o,M,o,8,9","4,o,M,a,m"
114,v,7,"9,N,c,8,c,N,c,8","o,M,c,cc,9","o,x,N,c,8,9","cc,o,c,N,c,9","4,o,M,cc,c,9","4,o,N,a,m","c^c,o,8","9,cc,c,8,a,Z","a,Z,a,x","8,a,n"
114,v,8,"o,N,c,c,8,9","a,x,N,a,n","o,M,a,m","o,M,cc,c,8,9","a,m","2,o,Z","a,Q","a,m","9,M,c,c,8,9","4,o,8,c,c,8,9"
114,v,9,"cc,c,M,a,Q","a,m","a,Z","cc,c,c,2","4,o,M,cc,c,8","c^c,8,o","M,cc,c,8,9","a,Z,9","M,a,n","cc,o,N,c,c,9"
114,v,10,"8,a,n","c^c,c,c,o","cc,c,M,a,m","a,n,Z","cc,c,o","o,x,c,c,?,9","9,cc,c,o,x","4,o,M,a,Z","o,M,a,x","o,M,a,m"
114,v,11,"o,x,N,a,i,Q","cc,o,8,a,m","cc,c,N,c,9","4,o,N,a,m","9,M,c,c,c,9","N,a,i,Z","9,c^c,c,9","a,i,Z","cc,c,o,2","2,o,M,c,9"
114,v,12,"cc,o,M,9","N,a,n","a,x","o,M,a,n","4,o,N,a,m","cc,c,o,8,9","o,N,c,c,9","o,c,c,o,9","9,a,m","8,Q"
115,r,1,"o,Z,a,Z,o","8,a,a,Z","cc,o,x,o,Z","4,o,c,N,c,c,o,2","cc,c,8,9","4,o,x","o,8","cc,o,Z","cc,c,o,x","4,o,x"
115,r,2,"cc,o,Z,a,Z","o,M,a,n","c^c,c,9","cc,c,8,a,Z","cc,c,8,9","4,o,M,cc,9","cc,c,8,9","8,a,Z","cc,8","cc,c,8,a,Q"
115,r,3,"cc,c,o,8,9","cc,c,o,Z","a,Z",Z,"cc,c,o","x,o,Z","4,o,M,c,o","4,o,N,c,c,8,9","4,o,M,c,c,c,8,9","8,cc,?,c,8,a,m"
115,r,4,"cc,c,9","Z,o",o,"cc,o,x","o,Z","4,o,8,a,m","4,o,N,c,cc,8,9","4,o,N,c,c,8,a,n","8,c^c,c,o","x,o,Z,9"
115,r,5,"cc,cc,8,9","9,N,c,cc,c,9","N,c,c,8,o,Z","o,N,cc,o","x,cc,c,c,9","cc,c,o,x","o,N,c,c,8,a,n","cc,c,9",8,"o,M,c,c,c"
115,r,6,"o,c,c,o,8,9","cc,c,o,c,N,c,9","Z,o,8,a,m","cc,c,o,8,9","cc,9","a,x","o,Z","a,m",o,"9,cc,c,2"
115,r,7,"cc,c,c,9","cc,o,a,Z","4,o,N,c,c,o,8,9","4,o,M,cc,c,8,9","cc,c,c,9","cc,c,o,8,a,n",9,"a,Z,9","cc,c,c,o,Z","o,M,x,a,m"
115,r,8,"cc,c,c,2","a,Z,o,Z,o","x,x,2,a,i?","cc,c,o,8,9","2,a,m","a,x","cc,o,2","cc,c,o","a,Q","4,o,N,a,Z"
115,r,9,"cc,c,N,9","Z,a,m","o,N,c,c,9","N,c,c,c,9",x,"cc,c,c,o","cc,o,N,c,c,a,m","o,N,cc,9","x,N,c,c,8,9","cc,c,c,9"
115,r,10,"o,x","a,i","o,Z","8,a,Z","c^c,c,c,9","4,o,8,a,n","cc,o,8,9","4,o,c,N","cc,c,c,9","8,a,n"
115,r,11,"4,o,N,a,Z","cc,c,o,8,9","4,o,8,a,n","N,c,c,9","9,cc,c,9","4,o,M,9","c^c,c,8?,9","8,a,m","N,cc,c,8,9","c^c,c,9"
115,r,12,"o,N,cc,o,Z","4,o,x,cc,c,o,Z","o,x,cc,c,9","o,x,cc,9","8,a,Z","o,P2,cc,8,a,n","a,Z","a,n,Z","4,o,N,a,Z","c^c,c,c,8,9"
115,r,13,"cc,o,x,2","4,o,N,c,c,8,9","N,o,8,9","8,cc,c,8,9",9,"a,x,o,N,9","a,Z","9,M,a,Z","o,M,a,Z","a,Z"
115,v,1,"o,x,c,c,8","cc,x","o,M,a,Z","4,o,M,c,c,9","cc,c,N,9","8,a,i,Z","cc,o,N,c,c,8,9","o,M,cc,8","x,cc,c,8","9,M,cc,c,8,9"
115,v,2,"cc,o,M,a,Q","o,x,N,cc,c,8,9","cc,c,o,o,Z","a,i,Z","o,N,o,2","c^c,c,8,9","Z,o,m","4,o,N,c,c,9","M,c,8,9","8,cc,c,8,9"
115,v,3,"cc,c,8,9","o,M,c,c,o","8,a,x,cc,c,8,9","o,N,a,m","c^c,c,o,8,9","c^c,o","2,a,m","Z,o,Z","x,cc,c,9","x,N,cc,c,9"
115,v,4,"2,o,Z,a,m","x,N,cc,c,8,9","x,cc,c,8,9","9,c^c,c,c,8","4,?,M,a,Q","8,P2,cc,c,8,9","4,o,M,cc,c,9","4,o,M,cc,c,8","cc,N,cc,o,x","cc,N,o,x"
115,v,5,"Z,a,c,M,c,9","x,cc,o","N,c,c,9","cc,c,9","o,N,a,i,Z?","x,8","Z,o,N,c,c,8,9","x,N,o","4,o,N,c,9","4,o,N,a,Z"
115,v,6,"o,M,cc,c,8,9","o,M,a,x","cc,o,x,o,Z","Z,a,m","x,N,c,c,9","4,o,M,c,c,9","9,c^c,c,c,9","Z,a,x,o,Q","4,o,N,cc,c,8,9","8,a,n"
115,v,7,"x,cc,c,8,9","c^c,8,9","o,M,c,8,9","cc,8,9","c^c,c,c,M","x,c^c,c,2","Z,o,2,9","4,o,M,c,8,9","4,o,N,c,c,8,9","4,o,N,c,c,8,9"
115,v,8,"cc,8,9","cc,c,8,9","cc,o,x","cc,c,8,9","o,Z",x,"x,cc,o","9,cc,c,9","N,cc,c,M,a,Q","cc,N,a,x"
115,v,9,"x,N,9","a,Z","o,M,c,c,8,a,x","Z,cc,c,8,a,Z","x,N,cc,c,8,9","cc,x,o,Z","o,x","9,cc,c,c,8,a,m","Z,a,Z,a,Q","x,N,9"
115,v,10,"x,cc,c,8,9","cc,8,a,x","cc,c,M,c,9","4,o,M,cc,9","9,cc,c,8,a,x","M,c,c,o,8,a,m","cc,c,c,9","cc,c,P2,c,c,8,9","cc,8,8,9","x,N,cc,8,9"
115,v,11,"x,N,cc,c,8,o?","4,o,M,c,c,9","a,m","9,M,a,Z","x,cc,a,Q","cc,c,c,M,c,c,9","Z,a,n","N,cc,c,o","cc,c,2","a,x"
115,v,12,"4,o,N,c,c,9","cc,c,o,2","o,N,a,2","cc,o,Z",Z,"c^c,c,8,a,n","N,a,m","9,cc,c,c,o,x","x,Z,o,Z","x,N,a,n"
115,v,13,"a,m,Q?","cc,o,x","8,a,Z,9","4,o,N,a,m","cc,o,8,9","cc,c,8,a,n","9,N","x,cc,c,8,9","o,M,9","Z,cc,o,2"
116,r,1,"2,a,x,9","4,o","c^c,c,9","o,M,c,o,Z","x,c^c,c,8,9","c,M,c,9","x,c^c,c,9","cc,x","8,a,n?","9,N,a,?,a,Q"
116,r,2,"o,M,c,c,9","o,M,c,8,9","9,N,o,x,o,n","cc,c,8,9","o,M,c,9","cc,c,8,9","x,cc,c,8,9","o,x","2,a,n","o,x,9"
116,r,3,"x,N,a,n","o,N,c,c,9","4,o,N,a,n","4,o,N,c,c,8,9","x,cc,c,9","4,o,N,c,c,9","x,cc,c,8,9","x,8,9","o,M,c,8,9","o,M,c,c,8,o,Z"
116,r,4,"o,x,c,c,8,9",2,"cc,x,x","a,n","cc,c,a,Z","cc,c,9","2,a,n","o,N,c,c,8,a,Q","c^c,c,M,9","4,o,N,a,n"
116,r,5,"cc,c,8,9","4,o,x","o,N,c,c,9","x,a,n","o,N,c,c,9","4,o,N,c,c,9","cc,c,9","8,a,n","o,P2,a,Q","a,Z"
116,r,6,"o,N,a,x,9","o,x,x,a,n","a,i,2","o,N,a,Z","cc,c,M,c,9","4,o,N,a,n","c^c,c,9","2,a,Z,a,m","o,Z,9","Z,a,Z,a,m"
116,r,7,"cc,9","o,x,c,c,9","4,o,N,a,Z","c^c,?,c,9","o,8,a,n","o,N,a,Q","4,o,x","cc,c,9","Z,a,m","cc,N,9"
116,r,8,"a,Z,9","a,n","4,o,x","cc,c,N,c,9","cc,c,M,c,9","cc,a,x","2,9?,8,a,x","x,N,a,i","o,x","a,2,o,Q"
