,textstring
2.13.12,freylich antwortet ich ich habe ja meine unsterbliche menschliche seel noch die wird ja wie du leichtlich gedencken kanst nicht in die holl begehren vornemlich weil mirs schon einmal so ubel darinnen ergangen
2.13.13,jch bin nur verandert wie vor diesem nabuchodonosor und dorffte ich noch wol zu seiner zeit wieder zu einem menschen werden
2.13.14,das wunsche ich dir sagte mein herr mit einem zimblichen seufftzen
2.13.15,darauss ich leichtlich schliessen konte dass ihn eine reu ankommen weil er mich zu einem narren zu machen unterstanden
2.13.16,aber lass horen fuhr er weiter fort wie pflegst du zu beten
2.13.17,darauff knyet er nider hube augen und hande auff gut einsidlerisch gen himmel und weilen meines herrn reu die ich gemercht hatte mir das hertz mit trefflichem trost beruhrte konte ich auch die threnen nicht enthalten bat also dem ausserlichen ansehen nach mit hochster andacht nach gesprochenem vatter unser vor alles anligen der christenheit vor meine freund und feind und dass mir gott in dieser zeitlichkeit also zu leben verleyben wolle dass ich wurdig werden mochte ihn in ewiger seeligkeit zu loben
2.13.18,massen mich mein einsidel ein solches gebet mit andachtigen concipirten worten gelehret hat
2.13.19,hiervon fiengen etliche waichhertzige zuseher auch bey nahe an zu weynen weil sie ein trefflich mitleiden mit mir trugen ja meinem herru selbst stunden die augen voller wasser
2.13.20,nach der mahlzeit schickte mein herr nach obgemeldtem pfarrherrn dem erzehlte er alles was ich vorgebracht hatte und gab damit zu verstehen dass er besorge es gehe nicht recht mit mir zu und dass vielleicht der teuffel mit unter der decken lege dieweil ich vor disem gantz einfaltig und unwissend mich erzeigt nunmehr aber sachen vorzubringen wisse dass sich daruber zu verwundern
2.13.21,der pfarrer dem meine beschaffenheit am besten bekant war antwortet
2.13.22,man solte solches bedacht haben ehe man mich zum narrn zu machen unterstanden hatte menschen seyen edenbilder gottes mit welchen und bevorab mit so zarter jugend nicht wie mit bestien zu schertzen seye
2.13.23,doch wolle er nimmermehr glauben dass dem bosen geist zugelassen worden sich mit in das spiel zu mischen dieweil ich mich jederzeit durch inbrunstiges gebet gott befohlen gehabt solte ihm aber wider verhoffen solches verhangt und zugelassen worden seyn so hatte mans bey gott schwerlich zu verantworten massen ohne das bey nahe keine grossere sund sey als wenn ein mensch den andern seiner vernunfft berauben und also dem lob und dienst gottes darzu er vornemlich erschaffen worden entziehen wolte
2.13.24,jch habe hiebevor versicherung gethan dass er witz genug gehabt dass er sich aber in die welt nicht schicken konnen war die ursach dass er bey seinem vatter einem groben bauren und bey eurem schwager in der wildnus in aller einfalt erzogen worden hatte man sich anfanglich ein wenig mit ihm geduldet so wurde er sich mit der zeit schon besser angelassen haben es war eben ein fromm einfaltig kind das die bosshafftige welt noch nicht kennete doch zweiffle ich gar nicht dass er nicht wiederumb zu recht zu bringen seye wann man ihm nur die einbildung benehmen kan und ihn dahin bringt dass er nicht mehr glaubt er sey zum kalb worden
2.13.25,man lieset von einem der hat vestiglich geglaubt er sey zu einem irdinen krug worden bat dahero die seinige sie solten ihn wol in die hohe stellen damit er nicht zerstossen wurde
2.13.26,ein anderer bildete sich nicht anders ein als er sey ein han dieser krahete in seiner kranckheit tag und nacht
2.13.27,noch ein anderer vermeynte nicht anders als er seye bereits gestorben und wandere als ein geist herumb wolte derowegen weder artzney noch speiss und tranck mehr zu sich nemmen biss endlich ein kluger artzt zween kerl anstellete die sich auch vor geister aussgaben darneben aber dapffer zechten sich zu je nem geselleten und ihn uberredeten dass jetziger zeit die geister auch zu essen und zu trincken pflegten wordurch er dann wieder zu recht gebracht worden
2.13.28,jch habe selbsten einen krancken bauren in meiner pfarr gehabt als ich denselben besuchte klagte er mir dass er auff drey oder vier ohm wasser im leib hatte wann solches von ihm ware so getraute er wol wieder gesund zu werden mit bitt ich wolte ihn entweder auffschneiden lassen damit solches von ihm lauffen konte oder ihn in rauch hencken lassen damit dasselbe ausstrockne
2.13.29,darauff sprach ich ihm zu und uberredet ihn ich konte das wasser auff eine andere manier wol von ihm bringen name demnach einen hanen wie man zu den wein oder bierfassern braucht band einen darm daran und das ander end band ich an den zapffen eines bauchzubers den ich zu solchem end voll wasser tragen lassen stellete mich darauff als wenn ich ihm den hanen in bauch steckte welchen er uberall mit lumpen umbwinden lassen damit er nicht zerspringen solte
2.13.30,hier auff liess ich das wasser auss dem zuber durch den hanen hinweg lauffen daruber sich der tropff hertzlich erfreuet nach solcher verrichtung die lumpen von sich that und in wenig tagen wieder allerdings zu recht kam
2.13.31,auff solche weis ist einem andern geholffen worden der sich eingebildet er habe allerhand pferdgezeug zaun und sonst sachen im leib demselben gab sein doctor eine purgation ein und legte dergleichen ding untern nachtstul also dass der kerl glauben muste solches seye durch den stulgang von ihm kommen
2.13.32,so sagt man auch von einem phantasten der geglaubt habe seine nas seye so lang dass sie ihm biss auff den boden reiche dem habe man eine wurst an die nas gehenckt dieselbe nach und nach biss an die nas selbst binweg geschnitten und als er das messer an der nas empfunden hatte er geschryen seine nas seye jetzt wieder in rechter form kan also wie diesen personen dem guten simplicio wol auch wieder geholffen werden
2.13.33,dieses alles glaubte ich wol antwortet mein herr allein ligt mir an dass er zuvor so unwissend gewesen nunmehr aber von sachen zu sagen weiss solche auch so perfect daher erzehlet dergleichen man bey alteren erfahrneren und belesneren leuten als er ist nicht leichtlich finden wird er hat mir viel eygenschafften der thier erzehlt und mein eigene person so artlich beschrieben als wenn er sein lebtag in der welt gewesen also dass ich mich daruber verwundern und seine reden bey nahe vor ein oracul oder warnung gottes halten muss
2.13.34,herr antwortet der pfarrer dieses kan naturlicher weis wol seyn ich weiss dass er wol belesen ist massen er so wol als sein einsidel gleichsam alle meine bucher die ich gehabt und deren zwar nicht wenig gewesen durch gangen und weil der knab ein gut gedachtnus hat jetzo aber in seinem gemuth mussig ist und seiner eigenen person vergisst kan er gleich hervor bringen was er hiebevor ins hirn gefast
2.13.35,ich versehe mich auch dass er mit der zeit wieder zu recht zu bringen sey
2.13.36,also setzt der pfarrer den gubernator zwischen forcht und hoffnung er verantwortet mich und mein sach auff das beste und bracht mir gute tag ihme selbst aber ein zutritt bey meinem herrn zu wegen
2.13.37,jhr endlicher schluss war man solte noch ein zeitlang mit mir zusehen
2.13.38,und solches that der pfarrer mehr umb seines als meines nutzens wegen dann mit diesem dass er so ab und zugieng und sich stellet als wenn er meinet halben sich bemuhet und grosse sorg trug uberkam er dess gnbernators gunst dahero gab ihm derselbige dienst und machte ihn bey der guarnison zum caplan welches in so schwerer zeit kein geringes war und ich ihm hertzlich wol gonnete
2.14.1,das xiv capitel
2.14.2,von dieser zeit an besass ich meines herrn gnad gunst und lieb vollkommenlich dessen ich mich wol mit warheit ruhmen kan
2.14.3,nichts mangelt mir zu meinem bessern gluck als dass ich an meinem kalbs kleid zu viel und an jahren noch zu wenig hatte wiewol ich solches selbst nicht wuste
2.14.4,so wolte mich der pfarrer auch noch nicht witzig haben weil ihn solches noch nicht zeit und seinem nutzen vortraglich zu seyn bedunckte
2.14.5,und demnach mein herr sahe dass ich lust zur music hatte liess er mich solche lernen und verdinget mich zugleich einem vortrefflichen lautenisten dessen kunst ich in balde zimlich begriffe und ihn umb so viel ubertraff weil ich besser als er darein singen konte
2.14.6,also dienete ich meinem herrn zum lust zur kurtzweil ergetzung und verwunderung
2.14.7,alle officier erzeigten mir ihren geneigten willen die reichste burger verebrten mich und das haussgesind neben den soldaten wolten mir wol weil sie sahen wie mir mein herr gewogen war
2.14.8,einer schenckte mir hier der ander dort dann sie wusten dass schalcksnarren offt bey ihren herren mehr vermogen als etwas rechtschaffenes und dahin hatten auch ihre geschenck das absehen weil mir etliche darumb gaben dass ich sie nicht versuchs
2.14.9,schwantzen solte andere aber eben desswegen dass ich ihrentwegen solches thun solte
2.14.10,auff welche weis ich zimlich geld zu wegen brachte welches ich mehrentheils dem pfarrer wieder zusteckte weil ich noch nicht wuste worzu es nutzete
2.14.11,und gleich wie mich niemand scheel ansehen dorffte also hatte ich auch von nirgends her keine anfechtung sorg oder bekummernus
2.14.12,alle meine gedancken legte ich auff die music und wie ich dem einen und dem andern seine mangel artlich verweisen mochte daher wuchse ich auff wie ein narr im zwibelland und meine leibs
2.14.13,krafften namen handgreifflich zu
2.14.14,man sahe mir in balde an dass ich mich nicht mehr im wald mit wasser eicheln buchen wurtzeln und krautern mortificirte sondern dass mir bey guten bisslein der rheinische wein und das hanauische doppelbier wol zuschlug welches in so elender zeit vor ein grosse gnad von gott zu schatzen war denn damals stunde gantz teutschland in volligen kriegsflammen hunger und pestilentz und hanau selbst war mit feinden umblagert welches alles mich im geringsten nicht krancken konte
2.14.15,nach auffgeschlagener belagerung nam ihme mein herr vor mich entweder dem cardinal richelieu oder hertzog bernhard von weymar zu schencken dann ohne dass er hoffte einen grossen danck mit mir zu ver dienen gab er auch vor dass ihm schier ohnmuglich ware langer zu ertragen weil ich ihm seiner verlornen schwester gestalt deren ich je langer je abn licher wurde in so narrischem habit taglich vor augen stellte solches widerrieth ihm der pfarrer dann er hielte darvor die zeit ware kommen in welcher er ein miracul thun und mich wieder zu einem vernunfftigen menschen machen wolte
2.14.16,gabe demnach den gubernator den rath er solte ein paar kalbfell bereiten und solche andern knaben anthun lassen hernach ein dritte person bestellen die in gestalt eines artzts propheten oder landfahrers mich und bemeldte zween knaben mit seltzamen ceremonien aussziehe und vorwenden dass er auss thieren menschen und auss menschen thiere machen konte auff solche weis konte ich wol wieder zu recht gebracht und mir ohne sonderliche grosse muhe eingebildet werden ich seye wie andere mehr wieder zu einem menschen worden
2.14.17,als ihme der gubernator solchen vorschlag belieben liesse communicirt mir der pfarrer was er mit meinem herrn abgeredt hatte und uberredet mich leicht dass ich meinen willen darein gab
2.14.18,aber das neidige gluck wolte mich so leichtlich auss meinem narrnkleid nicht schliessen noch mich das herrliche gute leben langer geniessen lassen
2.14.19,dann indem als gerber und schneider mit den kleidern umbgiengen die zu dieser comedia gehorten terminirte ich mit etlich andern knaben vor der vestung auff dem eiss herumb
2.14.20,da fuhrt ich weiss nicht wer ohnversehens eine partey croaten daher die uns miteinander aupackten auff etliche laere baurenpferd setzten die sie erst gestolen hatten und miteinander darvon fuhrten
2.14.21,zwar stunden sie ersilich im zweiffel ob sie mich mit nehmen wolten oder nicht
2.14.22,biss endlich einer auff bohmisch sagt
2.14.23,mih weme daho blasna sebao bo we deme ho gbabo obersto wi
2.14.24,dem antwort ein anderer prschis am bambo ano mi ho nagonie possadeime wan rosumi niemezki won bude mit kratock wille sebao
2.14.25,also muste ich zu pferd und innen werden dass einem ein einzig ungluckliches stundlein aller wolfahrt entsetzen und von allem gluck und heyl dermassen entfernen kan dass es einem sein lebtag nachgehet
2.15.1,das xv capitel
2.15.2,ob nun zwar die hanauer gleich lermen hatten sich zu pferd herauss liessen und die croaten mit einem scharmutzel etwas auffbielten und bekummerten so mochten sie ihnen jedoch nichts abgewinnen dann diese leichte wahr gieng sehr vortheilhafftig durch und nam ihren weg auff budingen zu allwo sie futterten und den burgern daselbst die gefangene hanauische reiche sohnlein wieder zu losen gaben auch ihre gestolene pferd und andere wahr verkaufften von dannen brachen sie wieder auff schier ehe es recht nacht geschweige wieder tag worden giengen schnell durch den budinger wald dem stifft fulda zu und namen unterwegs mit was sie fort bringen konten das rauben und plundern hinderte sie an ihrem schleunigen fortzug im geringsten nichts dann sie kontens machen wie der teuffel von welchem man zu sagen pflegt dass er zugleich lauffe und s
2.15.3,v
2.15.4,hofiere und doch nichts am weg versaume
2.15.5,massen wir noch denselben abend im stifft hirschfeld allwo sie ihr quartier hatien mit einer grossen beut ankamen das wurde alles partirt ich aber wurde dem obrist corpes zu theil
2.15.6,bey diesem herrn kam mir alles widerwertig und fast spanisch vor die hanauische schleckerbisslein hatten sich in schwartzes grobes brod und mager rindfleisch oder wanns wol abgieng in ein stuck gestolnen speck verandert
