i0,i2,textstring
6,1,"victorious tree, proteccioun of trewe,"
6,2,that only worthy were for to bere
6,3,"the king of heven with his woundes newe, "
6,4,"the whyte lamb, that hurt was with the spere,"
6,5,flemer of feendes out of him and here 
6,6,"on which thy limes feithfully extenden,"
6,7,"me keep, and yif me might my lyf tamenden.'"
6,0,
6,1,yeres and dayes fleet this creature
6,2,thurghout the see of grece un-to the strayte
6,3,"of marrok, as it was hir aventure; "
6,4,on many a sory meel now may she bayte;
6,5,"after her deeth ful often may she wayte,"
6,6,er that the wilde wawes wole hir dryve 
6,7,"un-to the place, ther she shal arryve."
6,0,
6,1,men mighten asken why she was not slayn? 
6,2,eek at the feste who mighte hir body save?
6,3,"and i answere to that demaunde agayn,"
6,4,"who saved daniel in the horrible cave,"
6,5,"ther every wight save he, maister and knave,"
6,6,was with the leoun frete er he asterte? 
6,7,"no wight but god, that he bar in his herte."
6,0,
6,1,god liste to shewe his wonderful miracle
6,2,"in hir, for we sholde seen his mighty werkes; "
6,3,"crist, which that is to every harm triacle,"
6,4,"by certein menes ofte, as knowen clerkes, "
6,5,doth thing for certein ende that ful derk is
6,6,"to mannes wit, that for our ignorance"
6,7,ne conne not knowe his prudent purveyance.
6,0,
6,1,"now, sith she was not at the feste y-slawe,"
6,2,who kepte hir fro the drenching in the see? 
6,3,who kepte ionas in the fisshes mawe
6,4,til he was spouted up at ninivee?
6,5,wel may men knowe it was no wight but he 
6,6,"that kepte peple ebraik fro hir drenchinge,"
6,7,with drye feet thurgh-out the see passinge. 
6,0,
6,1,"who bad the foure spirits of tempest,"
6,2,"that power han tanoyen land and see,"
6,3,"'bothe north and south, and also west and est,"
6,4,"anoyeth neither see, ne land, ne tree?'"
6,5,"sothly, the comaundour of that was he, "
6,6,that fro the tempest ay this womman kepte
6,7,as wel whan that she wook as whan she slepte.
6,0,
6,1,wher mighte this womman mete and drinke have? 
6,2,three yeer and more how lasteth hir vitaille?
6,3,"who fedde the egipcien marie in the cave, "
6,4,"or in desert? no wight but crist, sans faille."
6,5,fyve thousand folk it was as gret mervaille
6,6,with loves fyve and fisshes two to fede.
6,7,god sente his foison at hir grete nede.
6,0,
6,1,she dryveth forth in-to our occean 
6,2,"thurgh-out our wilde see, til, atte laste,"
6,3,"under an hold that nempnen i ne can,"
6,4,"fer in northumberlond the wawe hir caste, "
6,5,"and in the sond hir ship stiked so faste,"
6,6,"that thennes wolde it noght of al a tyde, "
6,7,the wille of crist was that she shulde abyde.
6,0,
6,1,the constable of the castel doun is fare
6,2,"to seen this wrak, and al the ship he soghte,"
6,3,and fond this wery womman ful of care;
6,4,he fond also the tresor that she broghte. 
6,5,in hir langage mercy she bisoghte
6,6,"the lyf out of hir body for to twinne,"
6,7,hir to delivere of wo that she was inne. 
6,0,
6,1,"a maner latin corrupt was hir speche,"
6,2,but algates ther-by was she understonde; 
6,3,"the constable, whan him list no lenger seche,"
6,4,this woful womman broghte he to the londe;
6,5,"she kneleth doun, and thanketh goddes sonde."
6,6,"but what she was, she wolde no man seye,"
6,7,"for foul ne fair, thogh that she shulde deye. "
6,0,
6,1,"she seyde, she was so mased in the see"
6,2,"that she forgat hir minde, by hir trouthe;"
6,3,"the constable hath of hir so greet pitee, "
6,4,"and eek his wyf, that they wepen for routhe,"
6,5,"she was so diligent, with-outen slouthe, "
6,6,"to serve and plesen everich in that place,"
6,7,that alle hir loven that loken on hir face.
6,0,
6,1,this constable and dame hermengild his wyf
6,2,"were payens, and that contree every-where;"
6,3,"but hermengild lovede hir right as hir lyf, "
6,4,"and custance hath so longe soiourned there,"
6,5,"in orisons, with many a bitter tere,"
6,6,til iesu hath converted thurgh his grace 
6,7,"dame hermengild, constablesse of that place."
6,0,
6,1,"in al that lond no cristen durste route, "
6,2,alle cristen folk ben fled fro that contree
6,3,"thurgh payens, that conquereden al aboute"
6,4,"the plages of the north, by land and see;"
6,5,to walis fled the cristianitee
6,6,"of olde britons, dwellinge in this yle; "
6,7,ther was hir refut for the mene whyle.
6,0,
6,1,but yet nere cristen britons so exyled
6,2,that ther nere somme that in hir privetee 
6,3,"honoured crist, and hethen folk bigyled;"
6,4,and ny the castel swiche ther dwelten three. 
6,5,"that oon of hem was blind, and mighte nat see"
6,6,"but it were with thilke yën of his minde,"
6,7,"with whiche men seen, after that they ben blinde."
6,0,
6,1,"bright was the sonne as in that someres day,"
6,2,for which the constable and his wyf also 
6,3,and custance han y-take the righte way
6,4,"toward the see, a furlong wey or two,"
6,5,to pleyen and to romen to and fro; 
6,6,and in hir walk this blinde man they mette
6,7,"croked and old, with yën faste y-shette. "
6,0,
6,1,"'in name of crist,' cryde this blinde britoun,"
6,2,"'dame hermengild, yif me my sighte agayn.'"
6,3,"this lady wex affrayed of the soun,"
6,4,"lest that hir housbond, shortly for to sayn,"
6,5,"wolde hir for iesu cristes love han slayn, "
6,6,"til custance made hir bold, and bad hir werche"
6,7,"the wil of crist, as doghter of his chirche."
6,0,
6,1,"the constable wex abasshed of that sight, "
6,2,"and seyde, 'what amounteth al this fare?'"
6,3,"custance answerde, 'sire, it is cristes might, "
6,4,that helpeth folk out of the feendes snare.'
6,5,"and so ferforth she gan our lay declare,"
6,6,"that she the constable, er that it were eve,"
6,7,"converted, and on crist made him bileve."
6,0,
6,1,this constable was no-thing lord of this place 
6,2,"of which i speke, ther he custance fond,"
6,3,"but kepte it strongly, many wintres space,"
6,4,"under alla, king of al northumberlond, "
6,5,"that was ful wys, and worthy of his hond"
6,6,"agayn the scottes, as men may wel here, "
6,7,but turne i wol agayn to my matere.
6,0,
6,1,"sathan, that ever us waiteth to bigyle,"
6,2,"saugh of custance al hir perfeccioun,"
6,3,"and caste anon how he mighte quyte hir whyle,"
6,4,"and made a yong knight, that dwelte in that toun "
6,5,"love hir so hote, of foul affeccioun,"
6,6,that verraily him thoughte he shulde spille
6,7,but he of hir mighte ones have his wille. 
6,0,
6,1,"he woweth hir, but it availleth noght,"
6,2,"she wolde do no sinne, by no weye; "
6,3,"and, for despyt, he compassed in his thoght"
6,4,to maken hir on shamful deth to deye.
6,5,"he wayteth whan the constable was aweye,"
6,6,"and prively, up-on a night, he crepte"
6,7,in hermengildes chambre whyl she slepte. 
6,0,
6,1,"wery, for-waked in her orisouns,"
6,2,"slepeth custance, and hermengild also."
6,3,"this knight, thurgh sathanas temptaciouns, "
6,4,"al softely is to the bed y-go,"
6,5,"and kitte the throte of hermengild a-two, "
6,6,"and leyde the blody knyf by dame custance,"
6,7,"and wente his wey, ther god yeve him meschance!"
6,0,
6,1,"sone after comth this constable hoom agayn,"
6,2,"and eek alla, that king was of that lond,"
6,3,"and saugh his wyf despitously y-slayn, "
6,4,"for which ful ofte he weep and wrong his hond,"
6,5,and in the bed the blody knyf he fond
6,6,by dame custance; allas! what mighte she seye? 
6,7,for verray wo hir wit was al aweye.
6,0,
6,1,"to king alla was told al this meschance, "
6,2,"and eek the tyme, and where, and in what wyse"
6,3,"that in a ship was founden dame custance,"
6,4,as heer-biforn that ye han herd devyse.
6,5,"the kinges herte of pitee gan agryse,"
6,6,whan he saugh so benigne a creature 
6,7,falle in disese and in misaventure.
6,0,
6,1,"for as the lomb toward his deeth is broght,"
6,2,so stant this innocent bifore the king; 
6,3,this false knight that hath this tresoun wroght
6,4,berth hir on hond that she hath doon this thing. 
6,5,"but nathelees, ther was greet moorning"
6,6,"among the peple, and seyn, 'they can not gesse"
6,7,that she hath doon so greet a wikkednesse.
6,0,
6,1,"for they han seyn hir ever so vertuous,"
6,2,and loving hermengild right as her lyf.' 
6,3,of this bar witnesse everich in that hous
6,4,save he that hermengild slow with his knyf.
6,5,this gentil king hath caught a gret motyf 
6,6,"of this witnesse, and thoghte he wolde enquere"
6,7,"depper in this, a trouthe for to lere. "
6,0,
6,1,"allas! custance! thou hast no champioun,"
6,2,"ne fighte canstow nought, so weylawey!"
6,3,"but he, that starf for our redempcioun"
6,4,and bond sathan and yit lyth ther he lay
6,5,so be thy stronge champioun this day! 
6,6,"for, but-if crist open miracle kythe,"
6,7,withouten gilt thou shalt be slayn as swythe.
6,0,
6,1,"she sette her doun on knees, and thus she sayde, "
6,2,"'immortal god, that savedest susanne"
6,3,"fro false blame, and thou, merciful mayde, "
6,4,"mary i mene, doghter to seint anne,"
6,5,"bifore whos child aungeles singe osanne,"
6,6,"if i be giltlees of this felonye,"
6,7,"my socour be, for elles i shal dye!'"
6,0,
6,1,"have ye nat seyn som tyme a pale face, "
6,2,"among a prees, of him that hath be lad"
6,3,"toward his deeth, wher-as him gat no grace,"
6,4,"and swich a colour in his face hath had, "
6,5,"men mighte knowe his face, that was bistad,"
6,6,amonges alle the faces in that route: 
6,7,"so stant custance, and loketh hir aboute."
6,0,
6,1,"o quenes, livinge in prosperitee,"
6,2,"duchesses, and ye ladies everichone,"
6,3,haveth som routhe on hir adversitee;
6,4,an emperoures doghter stant allone; 
6,5,she hath no wight to whom to make hir mone.
6,6,"o blood royal, that stondest in this drede,"
6,7,fer ben thy freendes at thy grete nede! 
6,0,
6,1,"this alla king hath swich compassioun,"
6,2,"as gentil herte is fulfild of pitee, "
6,3,that from his yën ran the water doun.
6,4,"'now hastily do fecche a book,' quod he,"
6,5,'and if this knight wol sweren how that she
6,6,"this womman slow, yet wole we us avyse"
6,7,whom that we wole that shal ben our iustyse.' 
6,0,
6,1,"a briton book, writen with evangyles,"
6,2,"was fet, and on this book he swoor anoon"
6,3,"she gilty was, and in the mene whyles "
6,4,"a hand him smoot upon the nekke-boon,"
6,5,"that doun he fil atones as a stoon, "
6,6,and bothe his yën broste out of his face
6,7,in sight of every body in that place.
6,0,
6,1,"a vois was herd in general audience,"
6,2,"and seyde, 'thou hast desclaundred giltelees"
6,3,the doghter of holy chirche in hey presence; 
6,4,"thus hastou doon, and yet holde i my pees.'"
6,5,of this mervaille agast was al the prees;
6,6,"as mased folk they stoden everichone, "
6,7,"for drede of wreche, save custance allone."
6,0,
6,1,greet was the drede and eek the repentance 
6,2,of hem that hadden wrong suspeccioun
6,3,upon this sely innocent custance;
6,4,"and, for this miracle, in conclusioun,"
6,5,"and by custances mediacioun,"
6,6,"the king, and many another in that place, "
6,7,"converted was, thanked be cristes grace!"
6,0,
6,1,this false knight was slayn for his untrouthe
6,2,by iugement of alla hastifly; 
6,3,and yet custance hadde of his deeth gret routhe.
6,4,"and after this iesus, of his mercy, "
6,5,made alla wedden ful solempnely
6,6,"this holy mayden, that is so bright and shene,"
6,7,and thus hath crist y-maad custance a quene.
6,0,
6,1,"but who was woful, if i shal nat lye,"
6,2,"of this wedding but donegild, and na mo, "
6,3,"the kinges moder, ful of tirannye?"
6,4,hir thoughte hir cursed herte brast a-two;
6,5,she wolde noght hir sone had do so; 
6,6,"hir thoughte a despit, that he sholde take"
6,7,so strange a creature un-to his make. 
6,0,
6,1,me list nat of the chaf nor of the stree
6,2,"maken so long a tale, as of the corn."
6,3,what sholde i tellen of the royaltee
6,4,"at mariage, or which cours gooth biforn,"
6,5,who bloweth in a trompe or in an horn? 
6,6,the fruit of every tale is for to seye;
6,7,"they ete, and drinke, and daunce, and singe, and pleye."
6,0,
6,1,"they goon to bedde, as it was skile and right; "
6,2,"for, thogh that wyves been ful holy thinges,"
6,3,they moste take in pacience at night 
6,4,swich maner necessaries as been plesinges
6,5,"to folk that han y-wedded hem with ringes,"
6,6,and leye a lyte hir holinesse asyde
6,7,as for the tyme; it may no bet bityde.
6,0,
6,1,"on hir he gat a knave-child anoon, "
6,2,and to a bishop and his constable eke
6,3,"he took his wyf to kepe, whan he is goon"
6,4,"to scotland-ward, his fo-men for to seke; "
6,5,"now faire custance, that is so humble and meke,"
6,6,"so longe is goon with childe, til that stille "
6,7,"she halt hir chambre, abyding cristes wille."
6,0,
6,1,"the tyme is come, a knave-child she ber;"
6,2,mauricius at the font-stoon they him calle;
6,3,"this constable dooth forth come a messager,"
6,4,"and wroot un-to his king, that cleped was alle, "
6,5,"how that this blisful tyding is bifalle,"
6,6,and othere tydings speedful for to seye;
6,7,"he takth the lettre, and forth he gooth his weye. "
6,0,
6,1,"this messager, to doon his avantage,"
6,2,"un-to the kinges moder rydeth swythe, "
6,3,"and salueth hir ful faire in his langage,"
6,4,"'madame,' quod he, 'ye may be glad and blythe,"
6,5,and thanke god an hundred thousand sythe;
6,6,"my lady quene hath child, with-outen doute,"
6,7,to ioye and blisse of al this regne aboute. 
6,0,
6,1,"lo, heer the lettres seled of this thing,"
6,2,that i mot bere with al the haste i may;
6,3,"if ye wol aught un-to your sone the king, "
6,4,"i am your servant, bothe night and day.'"
6,5,"donegild answerde, 'as now at this tyme, nay; "
6,6,"but heer al night i wol thou take thy reste,"
6,7,tomorwe wol i seye thee what me leste.'
6,0,
6,1,"this messager drank sadly ale and wyn,"
6,2,and stolen were his lettres prively
6,3,"out of his box, whyl he sleep as a swyn; "
6,4,and countrefeted was ful subtilly
6,5,"another lettre, wroght ful sinfully,"
6,6,un-to the king direct of this matere 
6,7,"fro his constable, as ye shul after here."
6,0,
6,1,"the lettre spak, 'the queen delivered was "
6,2,"of so horrible a feendly creature,"
6,3,that in the castel noon so hardy was
6,4,that any whyle dorste ther endure.
6,5,"the moder was an elf, by aventure"
6,6,"y-come, by charmes or by sorcerye, "
6,7,and every wight hateth hir companye.'
6,0,
6,1,"wo was this king whan he this lettre had seyn,"
6,2,"but to no wighte he tolde his sorwes sore, "
