i0,i2,textstring
3,19,"'lordes,' he seyde · 'for cristes passioun,"
3,20,helpeth bringe gamelyn · out of prisoun.'
3,21,than seyde an abbot · sorwe on his cheeke!
3,22,"'he schal have cristes curs · and seynte maries eeke, "
3,23,"that thee out of prisoun · beggeth other borwe,"
3,24,but ever worthe hem wel · that doth thee moche sorwe.'
3,25,"after that abbot · than spak another,"
3,26,'i wold thin heed were of · though thou were my brother!
3,27,alle that thee borwe · foule mot hem falle!' 
3,28,thus they seyden alle · that weren in the halle.
3,29,than seyde a priour · yvel mot he thryve!
3,30,"'it is moche scathe, boy · that thou art on lyve.'"
3,31,'ow!' seyde gamelyn · 'so brouke i my bon!
3,32,now i have aspyed · that freendes have i non. 
3,33,"cursed mot he worthe · bothe fleisch and blood,"
3,34,that ever do priour · or abbot ony good!'
3,35,"adam the spencer · took up the cloth,"
3,36,and loked on gamelyn · and say that he was wroth;
3,37,"adam on the pantrye · litel he thoughte, "
3,38,"but two goode staves · to halle-dore he broughte,"
3,39,"adam loked on gamelyn · and he was war anoon,"
3,40,and caste awey the feteres · and he bigan to goon:
3,41,"tho he com to adam · he took that oo staf,"
3,42,and bigan to worche · and goode strokes yaf. 
3,43,"gamelyn cam in-to the halle · and the spencer bothe,"
3,44,and loked hem aboute · as they had be wrothe;
3,45,"gamelyn sprengeth holy-water · with an oken spire,"
3,46,that some that stoode upright · fellen in the fire.
3,47,"there was no lewed man · that in the halle stood, "
3,48,"that wolde do gamelyn · eny thing but good,"
3,49,"but stood bisyden · and leet hem bothe werche,"
3,50,for they hadde no rewthe · of men of holy cherche;
3,51,"abbot or priour · monk or chanoun,"
3,52,that gamelyn overtok · anon they yeeden doun. 
3,53,"ther was non of hem alle · that with his staf mette,"
3,54,that he ne made him overthrowe · and quitte him his dette.
3,55,"'gamelyn,' seyde adam · 'for seynte charite,"
3,56,"pay large liverey · for the love of me,"
3,57,and i wil kepe the dore · so ever here i masse! 
3,58,er they ben assoyled · there shal noon passe.'
3,59,"'dowt thee nought,' seyde gamelyn · 'whyl we ben in-feere,"
3,60,kep thou wel the dore · and i wol werche heere;
3,61,"stere thee, good adam · and lat ther noon flee,"
3,62,and we schul telle largely · how many that ther be.' 
3,63,"'gamelyn,' seyde adam · 'do hem but good;"
3,64,"they ben men of holy chirche · draw of hem no blood,"
3,65,"save wel the croune · and do hem non harmes,"
3,66,but brek bothe her legges · and siththen here armes.'
3,67,"thus gamelyn and adam · wroughte right fast, "
3,68,and pleyden with the monkes · and made hem agast.
3,69,"thider they come ryding · iolily with swaynes,"
3,70,and hom ayen they were y-lad · in cartes and in waynes.
3,71,"tho they hadden al y-don · than seyde a gray frere,"
3,72,'allas! sire abbot · what dide we now heere? 
3,73,"tho that we comen hider · it was a cold reed,"
3,74,us hadde ben better at home · with water and with breed.'
3,75,"whyl gamelyn made ordres · of monkes and frere,"
3,76,ever stood his brother · and made foul chere;
3,77,"gamelyn up with his staf · that he wel knew, "
3,78,and gerte him in the nekke · that he overthrew;
3,79,a litel above the girdel · the rigge-bon to-barst;
3,80,and sette him in the feteres · ther he sat arst.
3,81,"'sitte ther, brother' · sayde gamelyn,"
3,82,'for to colen thy blood · as i dide myn.' 
3,83,"as swithe as they hadde · y-wroken hem on here foon,"
3,84,"they askeden watir · and wisschen anoon,"
3,85,"what some for here love · and some for here awe,"
3,86,alle the servants served hem · of the beste lawe.
3,87,"the scherreve was thennes · but a fyve myle, "
3,88,"and al was y-told him · in a litel whyle,"
3,89,"how gamelyn and adam · had doon a sory rees,"
3,90,bounden and y-wounded men · ayein the kinges pees;
3,91,"tho bigan sone · stryf for to wake,"
3,92,and the scherref was aboute · gamelyn for to take. 
3,0,
3,1,now lytheth and lesteneth · so god yif you good fyn!
3,2,and ye schul heere good game · of yonge gamelyn.
3,3,"four and twenty yonge men · that heelden hem ful bolde,"
3,4,come to the schirref · and seyde that they wolde
3,5,"gamelyn and adam · fetten, by her fay; "
3,6,the scherref yaf hem leve · soth as i you say;
3,7,"they hyeden faste · wold they nought bilinne,"
3,8,til they come to the gate · ther gamelyn was inne.
3,9,"they knokked on the gate · the porter was ny,"
3,10,and loked out at an hol · as man that was sly. 
3,11,"the porter hadde biholde · hem a litel whyle,"
3,12,"he loved wel gamelyn · and was adrad of gyle,"
3,13,"and leet the wicket stonden · y-steke ful stille,"
3,14,and asked hem withoute · what was here wille.
3,15,"for al the grete company · thanne spak but oon, "
3,16,"'undo the gate, porter · and lat us in goon.'"
3,17,"than seyde the porter · 'so brouke i my chin,"
3,18,ye schul sey your erand · er ye comen in.'
3,19,"'sey to gamelyn and adam · if here wille be,"
3,20,we wil speke with hem · wordes two or thre.' 
3,21,"'felaw,' seyde the porter · 'stond there stille,"
3,22,and i wil wende to gamelyn · to witen his wille.'
3,23,"in wente the porter · to gamelyn anoon,"
3,24,"and seyde, 'sir, i warne you · her ben come your foon;"
3,25,"the scherreves meyne · ben atte gate, "
3,26,for to take you bothe · schulle ye nat scape.'
3,27,"'porter,' seyde gamelyn · 'so moot i wel thee!"
3,28,i wil allowe thee thy wordes · whan i my tyme see;
3,29,"go agayn to the yate · and dwel with hem a whyle,"
3,30,"and thou schalt see right sone · porter, a gyle. "
3,31,"adam,' sayde gamelyn · 'looke thee to goon;"
3,32,we have foo-men atte gate · and frendes never oon;
3,33,"it ben the schirrefes men · that hider ben y-come,"
3,34,they ben swore to-gidere · that we schul be nome.'
3,35,"'gamelyn,' seyde adam · 'hye thee right blyve, "
3,36,and if i faile thee this day · evel mot i thryve!
3,37,"and we schul so welcome · the scherreves men,"
3,38,that some of hem schul make · here beddes in the fen.'
3,39,"atte posterne-gate · gamelyn out wente,"
3,40,and a good cart-staf · in his hand he hente; 
3,41,adam hente sone · another gret staf
3,42,for to helpe gamelyn · and goode strokes yaf.
3,43,"adam felde tweyne · and gamelyn felde three,"
3,44,the other setten feet on erthe · and bigonne flee.
3,45,'what?' seyde adam · 'so ever here i masse! 
3,46,i have a draught of good wyn! · drink er ye passe!'
3,47,"'nay, by god!' sayde thay · 'thy drink is not good,"
3,48,it wolde make mannes brayn · to lyen in his hood.'
3,49,"gamelyn stood stille · and loked him aboute,"
3,50,and seih the scherreve come · with a gret route. 
3,51,"'adam,' seyde gamelyn · 'what be now thy reedes?"
3,52,here cometh the scherreve · and wil have cure heedes.'
3,53,"adam sayde, 'gamelyn · my reed is now this,"
3,54,abyde we no lenger · lest we fare amis:
3,55,"i rede that we to wode goon · ar that we be founde, "
3,56,better is us ther loos · than in town y-bounde.'
3,57,adam took by the hond · yonge gamelyn;
3,58,"and everich of hem two · drank a draught of wyn,"
3,59,and after took her cours · and wenten her way;
3,60,"tho fond the scherreve · nest, but non ay. "
3,61,"the scherreve lighte adoun · and went in-to the halle,"
3,62,and fond the lord y-fetered · faste with-alle.
3,63,"the scherreve unfetered him · sone, and that anoon,"
3,64,and sente after a leche · to hele his rigge-boon.
3,0,
3,1,"lete we now this false knight · lyen in his care, "
3,2,and talke we of gamelyn · and loke how he fare.
3,3,"gamelyn in-to the woode · stalkede stille,"
3,4,and adam the spenser · lykede ful ille;
3,5,"adam swor to gamelyn · by seynt richer,"
3,6,"'now i see it is mery · to be a spencer, "
3,7,"that lever me were · keyes for to bere,"
3,8,than walken in this wilde woode · my clothes to tere.'
3,9,"'adam,' seyde gamelyn · 'dismaye thee right nought;"
3,10,many good mannes child · in care is y-brought.'
3,11,"and as they stoode talking · bothen in-feere, "
3,12,"adam herd talking of men · and neyh, him thought, they were."
3,13,"tho gamelyn under the woode · lokede aright,"
3,14,sevene score of yonge men · he saugh wel a-dight;
3,15,alle satte atte mete · in compas aboute.
3,16,"'adam,' seyde gamelyn · 'now have we no doute, "
3,17,after bale cometh boote · thurgh grace of god almight;
3,18,me thinketh of mete and drink · that i have a sight.'
3,19,"adam lokede tho · under woode-bowgh,"
3,20,and whan he seyh mete · he was glad y-nough;
3,21,"for he hopede to god · for to have his deel, "
3,22,and he was sore alonged · after a good meel.
3,23,as he seyde that word · the mayster outlawe
3,24,saugh gamelyn and adam · under woode-schawe.
3,25,"'yonge men,' seyde the maister · 'by the goode roode,"
3,26,i am war of gestes · god sende us non but goode; 
3,27,"yonder ben two yonge men · wonder wel a-dight,"
3,28,and paraventure ther ben mo · who-so lokede aright.
3,29,"ariseth up, ye yonge men · and fetteth hem to me;"
3,30,it is good that we witen · what men they be.'
3,31,"up ther sterten sevene · fro the diner, "
3,32,and metten with gamelyn · and adam spenser.
3,33,"whan they were neyh hem · than seyde that oon,"
3,34,"'yeldeth up, yonge men · your bowes and your floon.'"
3,35,"thanne seyde gamelyn · that yong was of elde,"
3,36,'moche sorwe mot he have · that to you hem yelde! 
3,37,i curse non other · but right my-selve;
3,38,they ye fette to yow fyve · thanne ye be twelve!'
3,39,"tho they herde by his word · that might was in his arm,"
3,40,"ther was non of hem alle · that wolde do him harm,"
3,41,"but sayde unto gamelyn · mildely and stille, "
3,42,'com afore our maister · and sey to him thy wille.'
3,43,"'yonge men,' sayde gamelyn · 'by your lewte,"
3,44,what man is your maister · that ye with be?'
3,45,"alle they answerde · withoute lesing,"
3,46,'oure maister is y-crouned · of outlawes king.' 
3,47,"'adam,' seyde gamelyn · 'go-we in cristes name;"
3,48,"he may neyther mete nor drink · werne us, for schame."
3,49,"if that he be hende · and come of gentil blood,"
3,50,he wol yeve us mete and drink · and doon us som good.'
3,51,"'by seynt iame!' seyde adam · 'what harm that i gete, "
3,52,i wil auntre to the dore · that i hadde mete.'
3,53,"gamelyn and adam · wente forth in-feere,"
3,54,and they grette the maister · that they founde there.
3,55,"than seide the maister · king of outlawes,"
3,56,"'what seeke ye, yonge men · under woode-schawes?' "
3,57,"gamelyn answerde · the king with his croune,"
3,58,'he moste needes walke in woode · that may not walke in towne.
3,59,"sire, we walke not heer · noon harm for to do,"
3,60,"but-if we meete with a deer · to scheete ther-to,"
3,61,"as men that ben hungry · and mow no mete finde, "
3,62,and ben harde bistad · under woode-linde.'
3,63,"of gamelynes wordes · the maister hadde routhe,"
3,64,"and seyde, 'ye schal have y-nough · have god my trouthe!'"
3,65,he bad hem sitte ther adoun · for to take reste;
3,66,and bad hem ete and drinke · and that of the beste. 
3,67,"as they sete and eeten · and dronke wel and fyn,"
3,68,than seyde that oon to that other · 'this is gamelyn.'
3,69,"tho was the maister outlawe · in-to counseil nome,"
3,70,and told how it was gamelyn · that thider was y-come.
3,71,"anon as he herde · how it was bifalle, "
3,72,he made him maister under him · over hem alle.
3,73,"within the thridde wyke · him com tyding,"
3,74,"to the maister outlawe · that tho was her king,"
3,75,that he schulde come hom · his pees was y-mad;
3,76,and of that goode tyding · he was tho ful glad. 
3,77,"tho seyde he to his yonge men · 'soth for to telle,"
3,78,me ben comen tydinges · i may no lenger dwelle.'
3,79,"tho was gamelyn anon · withoute tarying,"
3,80,maad maister outlawe · and crouned here king.
3,0,
3,1,"tho was gamelyn crouned · king of outlawes, "
3,2,and walked a whyle · under woode-schawes.
3,3,"the false knight his brother · was scherreve and sire,"
3,4,and leet his brother endite · for hate and for ire.
3,5,"tho were his bonde-men · sory and nothing glad,"
3,6,when gamelyn her lord · 'wolves-heed' was cryed and maad;
3,7,"and sente out of his men · wher they might him finde, "
3,8,"for to seke gamelyn · under woode-linde,"
3,9,"to telle him tydinges · how the wind was went,"
3,10,and al his good reved · and his men schent.
3,0,
3,1,"whan they had him founde · on knees they hem sette, "
3,2,and a-doun with here hood · and here lord grette;
3,3,"'sire, wraththe you nought · for the goode roode,"
3,4,for we have brought you tydinges · but they be nat goode.
3,5,"now is thy brother scherreve · and hath the baillye,"
3,6,and he hath endited thee · and 'wolves-heed' doth thee crye.' 
3,0,
3,1,'allas!' seyde gamelyn · 'that ever i was so slak
3,2,that i ne hadde broke his nekke · tho i his rigge brak!
3,3,"goth, greteth hem wel · myn housbondes and wyf,"
3,4,i wol ben atte nexte schire · have god my lyf!'
3,5,"gamelyn com wel redy · to the nexte schire, "
3,6,and ther was his brother · bothe lord and sire.
3,7,"gamelyn com boldelich · in-to the moot-halle,"
3,8,and putte a-doun his hood · among the lordes alle;
3,9,"'god save you alle, lordinges · that now here be!"
3,10,but broke-bak scherreve · evel mot thou thee! 
3,11,"why hast thou do me · that schame and vilonye,"
3,12,for to late endite me · and 'wolves-heed' me crye?'
3,13,"tho thoughte the false knight · for to ben awreke,"
3,14,and leet take gamelyn · moste he no more speke;
3,15,might ther be no more grace · but gamelyn atte laste 
3,16,was cast in-to prisoun · and fetered ful faste.
3,0,
3,1,"gamelyn hath a brother · that highte sir ote,"
3,2,as good a knight and hende · as mighte gon on foote.
3,3,"anon ther yede a messager · to that goode knight,"
3,4,and tolde him al-togidere · how gamelyn was dight. 
3,5,"anon as sire ote herde · how gamelyn was a-dight,"
3,6,"he was wonder sory · was he no-thing light,"
3,7,"and leet sadle a steede · and the way he nam,"
3,8,and to his tweyne bretheren · anon-right he cam.
3,9,"'sire,' seyde sire ote · to the scherreve tho, "
3,10,'we ben but three bretheren · schul we never be mo;
3,11,and thou hast y-prisoned · the beste of us alle;
3,12,swich another brother · yvel mot him bifalle!'
3,13,"'sire ote,' seide the false knight · 'lat be thy curs;"
