idx,textstring
5.19.36,they schul ben hanged this day  so have i good reste
5.19.37,thanne seide the scherreve  to yonge gamelyn
5.19.38,lord i crye the mercy  brother art thou myn
5.19.39,therfore seyde gamelyn  have thou cristes curs
5.19.40,for and thou were maister  yit i schulde have wors
5.19.41,for to make short tale  and nought to tarie longe
5.19.42,he ordeyned him a queste  of his men so stronge
5.19.43,the iustice and the scherreve  bothe honged hye
5.19.44,to weyven with the ropes  and with the winde drye
5.19.45,and the twelve sisours  sorwe have that rekke
5.19.46,alle they were hanged  faste by the nekke
5.19.47,thus ended the false knight  with his treccherye
5.19.48,that ever hadde ylad his lyf  in falsnes and folye
5.19.49,he was hanged by the nekke  and nought by the purs
5.19.50,that was the meede that he hadde  for his fadres curs
5.20.1,sire ote was eldest  and gamelyn was ying
5.20.2,they wenten with here frendes  even to the king
5.20.3,they made pees with the king  of the best assise
5.20.4,the king loved wel sir ote  and made him iustise
5.20.5,and after the king made gamelyn  bothe in est and west
5.20.6,chief iustice  of al his free forest
5.20.7,alle his wighte yonge men  the king foryaf here gilt
5.20.8,and sitthen in good office  the king hem hath ypilt
5.20.9,thus wan gamelyn  his lond and his leede
5.20.10,and wrak him of his enemys  and quitte hem here meede
5.20.11,and sire ote his brother  made him his heir
5.20.12,and siththen wedded gamelyn  a wyf bothe good and feyr
5.20.13,they liveden togidere  whyl that crist wolde
5.20.14,and sithen was gamelyn  graven under molde
5.20.15,and so schal we alle  may ther no man flee
5.20.16,god bringe us to the ioye  that ever schal be
6.1.1,our hoste sey wel that the brighte sonne
6.1.2,the ark of his artificial day had ronne
6.1.3,the fourthe part and half an houre and more
6.1.4,and though he were not depe expert in lore
6.1.5,he wiste it was the eightetethe day
6.1.6,of april that is messager to may
6.1.7,and sey wel that the shadwe of every tree
6.1.8,was as in lengthe the same quantitee
6.1.9,that was the body erect that caused it
6.1.10,and therfor by the shadwe he took his wit
6.1.11,that phebus which that shoon so clere and brighte
6.1.12,degrees was fyve and fourty clombe on highte
6.1.13,and for that day as in that latitude
6.1.14,it was ten of the clokke he gan conclude
6.1.15,and sodeynly he plighte his hors aboute
6.2.1,lordinges quod he i warne yow al this route
6.2.2,the fourthe party of this day is goon
6.2.3,now for the love of god and of seint iohn
6.2.4,leseth no tyme as ferforth as ye may
6.2.5,lordinges the tyme wasteth night and day
6.2.6,and steleth from us what prively slepinge
6.2.7,and what thurgh necligence in our wakinge
6.2.8,as dooth the streem that turneth never agayn
6.2.9,descending fro the montaigne into playn
6.2.10,wel can senek and many a philosophre
6.2.11,biwailen tyme more than gold in cofre
6.2.12,for los of catel may recovered be
6.2.13,but los of tyme shendeth us quod he
6.2.14,it wol nat come agayn withouten drede
6.2.15,na more than wol malkins maydenhede
6.2.16,whan she hath lost it in hir wantownesse
6.2.17,lat us nat moulen thus in ydelnesse
6.2.18,sir man of lawe quod he so have ye blis
6.2.19,tel us a tale anon as forward is
6.2.20,ye been submitted thurgh your free assent
6.2.21,to stonde in this cas at my iugement
6.2.22,acquiteth yow and holdeth your biheste
6.2.23,than have ye doon your devoir atte leste
6.3.1,hoste quod he depardieux ich assente
6.3.2,to breke forward is not myn entente
6.3.3,biheste is dette and i wol holde fayn
6.3.4,al my biheste i can no better seyn
6.3.5,for swich lawe as man yeveth another wight
6.3.6,he sholde himselven usen it by right
6.3.7,thus wol our text but natheles certeyn
6.3.8,i can right now no thrifty tale seyn
6.3.9,but chaucer though he can but lewedly
6.3.10,on metres and on ryming craftily
6.3.11,hath seyd hem in swich english as he can
6.3.12,of olde tyme as knoweth many a man
6.3.13,and if he have not seyd hem leve brother
6.3.14,in o book he hath seyd hem in another
6.3.15,for he hath told of loveres up and doun
6.3.16,mo than ovyde made of mencioun
6.3.17,in his epistelles that been ful olde
6.3.18,what sholde i tellen hem sin they ben tolde
6.3.19,in youthe he made of ceys and alcion
6.3.20,and sithen hath he spoke of everichon
6.3.21,thise noble wyves and thise loveres eke
6.3.22,whoso that wol his large volume seke
6.3.23,cleped the seintes legende of cupyde
6.3.24,ther may he seen the large woundes wyde
6.3.25,of lucresse and of babilan tisbee
6.3.26,the swerd of dido for the false enee
6.3.27,the tree of phillis for hir demophon
6.3.28,the pleinte of dianire and hermion
6.3.29,of adriane and of isiphilee
6.3.30,the bareyne yle stonding in the see
6.3.31,the dreynte leander for his erro
6.3.32,the teres of eleyne and eek the wo
6.3.33,of brixseyde and of thee ladomea
6.3.34,the crueltee of thee queen medea
6.3.35,thy litel children hanging by the hals
6.3.36,for thy iason that was of love so fals
6.3.37,o ypermistra penelopee alceste
6.3.38,your wyfhod he comendeth with the beste
6.4.1,but certeinly no word ne wryteth he
6.4.2,of thilke wikke ensample of canacee
6.4.3,that lovede hir owne brother sinfully
6.4.4,of swiche cursed stories i sey fy
6.4.5,or elles of tyro apollonius
6.4.6,how that the cursed king antiochus
6.4.7,birafte his doghter of hir maydenhede
6.4.8,that is so horrible a tale for to rede
6.4.9,whan he hir threw upon the pavement
6.4.10,and therfor he of ful avysement
6.4.11,nolde never wryte in none of his sermouns
6.4.12,of swiche unkinde abhominaciouns
6.4.13,ne i wol noon reherse if that i may
6.5.1,but of my tale how shal i doon this day
6.5.2,me were looth be lykned doutelees
6.5.3,to muses that men clepe pierides
6.5.4,metamorphoseos wot what i mene
6.5.5,but nathelees i recche noght a bene
6.5.6,though i come after him with hawebake
6.5.7,i speke in prose and lat him rymes make
6.5.8,and with that word he with a sobre chere
6.5.9,bigan his tale as ye shal after here
6.6.1,o hateful harm condicion of poverte
6.6.2,with thurst with cold with hunger so confounded
6.6.3,to asken help thee shameth in thyn herte
6.6.4,if thou noon aske with nede artow so wounded
6.6.5,that verray nede unwrappeth al thy wounde hid
6.6.6,maugree thyn heed thou most for indigence
6.6.7,or stele or begge or borwe thy despence
6.6.8,thou blamest crist and seyst ful bitterly
6.6.9,he misdeparteth richesse temporal
6.6.10,thy neighebour thou wytest sinfully
6.6.11,and seyst thou hast to lyte and he hath al
6.6.12,parfay seistow somtyme he rekne shal
6.6.13,whan that his tayl shal brennen in the glede
6.6.14,for he noght helpeth needfulle in hir nede
6.6.15,herkne what is the sentence of the wyse
6.6.16,bet is to dyen than have indigence
6.6.17,thy selve neighebour wol thee despyse
6.6.18,if thou be povre farwel thy reverence
6.6.19,yet of the wyse man tak this sentence
6.6.20,alle the dayes of povre men ben wikke
6.6.21,be war therfor er thou come in that prikke
6.6.22,if thou be povre thy brother hateth thee
6.6.23,and alle thy freendes fleen fro thee alas
6.6.24,o riche marchaunts ful of wele ben ye
6.6.25,o noble o prudent folk as in this cas
6.6.26,your bagges been nat filled with ambes as
6.6.27,but with sis cink than renneth for your chaunce
6.6.28,at cristemasse merie may ye daunce
6.6.29,ye seken lond and see for your winninges
6.6.30,as wyse folk ye knowen al thestaat
6.6.31,of regnes ye ben fadres of tydinges
6.6.32,and tales bothe of pees and of debat
6.6.33,i were right now of tales desolat
6.6.34,nere that a marchaunt goon is many a yere
6.6.35,me taughte a tale which that ye shal here
6.7.1,in surrie whylom dwelte a companye
6.7.2,of chapmen riche and therto sadde and trewe
6.7.3,that wydewher senten her spycerye
6.7.4,clothes of gold and satins riche of hewe
6.7.5,her chaffar was so thrifty and so newe
6.7.6,that every wight hath deyntee to chaffare
6.7.7,with hem and eek to sellen hem hir ware
6.8.1,now fel it that the maistres of that sort
6.8.2,han shapen hem to rome for to wende
6.8.3,were it for chapmanhode or for disport
6.8.4,nan other message wolde they thider sende
6.8.5,but comen hemself to rome this is the ende
6.8.6,and in swich place as thoughte hem avantage
6.8.7,for her entente they take her herbergage
6.9.1,soiourned han thise marchants in that toun
6.9.2,a certein tyme as fel to hir plesance
6.9.3,and so bifel that thexcellent renoun
6.9.4,of themperoures doghter dame custance
6.9.5,reported was with every circumstance
6.9.6,unto thise surrien marchants in swich wyse
6.9.7,fro day to day as i shal yow devyse
6.10.1,this was the commune vois of every man
6.10.2,our emperour of rome god him see
6.10.3,a doghter hath that sin the world bigan
6.10.4,to rekne as wel hir goodnesse as beautee
6.10.5,nas never swich another as is she
6.10.6,i prey to god in honour hir sustene
6.10.7,and wolde she were of al europe the quene
6.11.1,in hir is heigh beautee withoute pryde
6.11.2,yowthe withoute grenehede or folye
6.11.3,to alle hir werkes vertu is hir gyde
6.11.4,humblesse hath slayn in hir al tirannye
6.11.5,she is mirour of alle curteisye
6.11.6,hir herte is verray chambre of holinesse
6.11.7,hir hand ministre of fredom for almesse
6.12.1,and al this vois was soth as god is trewe
6.12.2,but now to purpos lat us turne agayn
6.12.3,thise marchants han doon fraught hir shippes newe
6.12.4,and whan they han this blisful mayden seyn
6.12.5,hoom to surrye been they went ful fayn
6.12.6,and doon her nedes as they han don yore
6.12.7,and liven in wele i can sey yow no more
6.13.1,now fel it that thise marchants stode in grace
6.13.2,of him that was the sowdan of surrye
6.13.3,for whan they came from any strange place
6.13.4,he wolde of his benigne curteisye
6.13.5,make hem good chere and bisily espye
6.13.6,tydings of sondry regnes for to lere
6.13.7,the wondres that they mighte seen or here
6.14.1,amonges othere thinges specially
6.14.2,thise marchants han him told of dame custance
6.14.3,so gret noblesse in ernest ceriously
6.14.4,that this sowdan hath caught so gret plesance
6.14.5,to han hir figure in his remembrance
6.14.6,that al his lust and al his bisy cure
6.14.7,was for to love hir whyl his lyf may dure
6.15.1,paraventure in thilke large book
6.15.2,which that men clepe the heven ywriten was
6.15.3,with sterres whan that he his birthe took
6.15.4,that he for love shulde han his deeth allas
6.15.5,for in the sterres clerer than is glas
6.15.6,is writen god wot whoso coude it rede
6.15.7,the deeth of every man withouten drede
6.16.1,in sterres many a winter therbiforn
6.16.2,was writen the deeth of ector achilles
6.16.3,of pompey iulius er they were born
6.16.4,the stryf of thebes and of ercules
6.16.5,of sampson turnus and of socrates
6.16.6,the deeth but mennes wittes been so dulle
6.16.7,that no wight can wel rede it atte fulle
6.17.1,this sowdan for his privee conseil sente
6.17.2,and shortly of this mater for to pace
6.17.3,he hath to hem declared his entente
6.17.4,and seyde hem certein but he mighte have grace
6.17.5,to han custance withinne a litel space
6.17.6,he nas but deed and charged hem in hye
6.17.7,to shapen for his lyf som remedye
6.18.1,diverse men diverse thinges seyden
6.18.2,they argumenten casten up and doun
6.18.3,many a subtil resoun forth they leyden
6.18.4,they speken of magik and abusioun
6.18.5,but finally as in conclusioun
6.18.6,they can not seen in that non avantage
6.18.7,ne in non other wey save mariage
6.19.1,than sawe they therin swich difficultee
6.19.2,by wey of resoun for to speke al playn
6.19.3,bycause that ther was swich diversitee
6.19.4,bitwene hir bothe lawes that they sayn
6.19.5,they trowe that no cristen prince wolde fayn
6.19.6,wedden his child under oure lawes swete
6.19.7,that us were taught by mahoun our prophete
6.20.1,and he answerde rather than i lese
6.20.2,custance i wol be cristned doutelees
6.20.3,i mot ben hires i may non other chese
6.20.4,i prey yow holde your arguments in pees
6.20.5,saveth my lyf and beeth noght recchelees
6.20.6,to geten hir that hath my lyf in cure
6.20.7,for in this wo i may not longe endure
6.21.1,what nedeth gretter dilatacioun
6.21.2,i seye by tretis and embassadrye
6.21.3,and by the popes mediacioun
6.21.4,and al the chirche and al the chivalrye
6.21.5,that in destruccioun of maumetrye
6.21.6,and in encrees of cristes lawe dere
6.21.7,they ben acorded so as ye shal here
6.22.1,how that the sowdan and his baronage
6.22.2,and alle his liges shulde ycristned be
6.22.3,and he shal han custance in mariage
6.22.4,and certein gold i noot what quantitee
6.22.5,and herto founden suffisant seurtee
6.22.6,this same acord was sworn on eyther syde
6.22.7,now faire custance almighty god thee gyde
6.23.1,now wolde som men waiten as i gesse
6.23.2,that i shulde tellen al the purveyance
6.23.3,that themperour of his grete noblesse
6.23.4,hath shapen for his doghter dame custance
6.23.5,wel may men knowe that so gret ordinance
6.23.6,may no man tellen in a litel clause
6.23.7,as was arrayed for so heigh a cause
6.24.1,bisshopes ben shapen with hir for to wende
6.24.2,lordes ladyes knightes of renoun
6.24.3,and other folk ynowe this is the ende
6.24.4,and notifyed is thurghout the toun
6.24.5,that every wight with gret devocioun
6.24.6,shulde preyen crist that he this mariage
6.24.7,receyve in gree and spede this viage
6.25.1,the day is comen of hir departinge
6.25.2,i sey the woful day fatal is come
6.25.3,that ther may be no lenger taryinge
6.25.4,but forthward they hem dressen alle and some
6.25.5,custance that was with sorwe al overcome
6.25.6,ful pale arist and dresseth hir to wende
6.25.7,for wel she seeth ther is non other ende
6.26.1,allas what wonder is it though she wepte
6.26.2,that shal be sent to strange nacioun
6.26.3,fro freendes that so tendrely hir kepte
6.26.4,and to be bounden under subieccioun
6.26.5,of oon she knoweth not his condicioun
6.26.6,housbondes been alle gode and han ben yore
6.26.7,that knowen wyves i dar say yow no more
6.27.1,fader she sayde thy wrecched child custance
6.27.2,thy yonge doghter fostred up so softe
6.27.3,and ye my moder my soverayn plesance
6.27.4,over alle thing outtaken crist onlofte
6.27.5,custance your child hir recomandeth ofte
6.27.6,unto your grace for i shal to surrye
6.27.7,ne shal i never seen yow more with ye
